claim_id,section,verdict,severity,judge,within_edited_kappa,strict_or_broad,tags,source_path
E4.official_guard_ASR.gemma_edit.sl,Exp4 guard ASR (R11),FIRST_REPORT,none,Llama-Guard-3-8B + PolyGuard agreement,,,,iter_4/gen_art/gen_art_evaluation_2/results/pooled_generations.parquet
E4.official_guard_ASR.community_ref.en,Exp4 guard ASR (R11),FIRST_REPORT,none,Llama-Guard-3-8B + PolyGuard agreement,,,,iter_4/gen_art/gen_art_evaluation_2/results/pooled_generations.parquet
E4.official_guard_ASR.community_ref.sl,Exp4 guard ASR (R11),FIRST_REPORT,none,Llama-Guard-3-8B + PolyGuard agreement,,,,iter_4/gen_art/gen_art_evaluation_2/results/pooled_generations.parquet
E4.nonrefused_guard_safe.gemma_edit.en,Exp4 guard ASR (R11),MISDESCRIBED,material,Qwen3-14B + LG3 + PolyGuard,,,CORRECT_IN_DRAFT,iter_4/gen_art/gen_art_evaluation_2/results/pooled_generations.parquet
E4.nonrefused_guard_safe.gemma_edit.sl,Exp4 guard ASR (R11),FIRST_REPORT,none,,,,,iter_4/gen_art/gen_art_evaluation_2/results/pooled_generations.parquet
E4.nonrefused_guard_safe.gemma_edit.sl_minus_en,Exp4 guard ASR (R11),FIRST_REPORT,none,,,,,iter_4/gen_art/gen_art_evaluation_2/results/pooled_generations.parquet
D1.kappa.exp4|en|edited,Judge agreement (D1),FIRST_REPORT,none,Qwen3-14B vs gpt-4.1,,,,iter_4/gen_art/gen_art_evaluation_2/results/pooled_generations.parquet + gpt41_calibration_labels.jsonl + gpt41_supplement_labels.jsonl
D1.kappa.exp4|sl|edited,Judge agreement (D1),FIRST_REPORT,none,Qwen3-14B vs gpt-4.1,,,,iter_4/gen_art/gen_art_evaluation_2/results/pooled_generations.parquet + gpt41_calibration_labels.jsonl + gpt41_supplement_labels.jsonl
D1.kappa.exp9|en|edited,Judge agreement (D1),FIRST_REPORT,none,Qwen3-14B vs gpt-4.1,,,,iter_4/gen_art/gen_art_evaluation_2/results/pooled_generations.parquet + gpt41_calibration_labels.jsonl + gpt41_supplement_labels.jsonl
D1.kappa.exp9|sl|edited,Judge agreement (D1),FIRST_REPORT,none,Qwen3-14B vs gpt-4.1,,,,iter_4/gen_art/gen_art_evaluation_2/results/pooled_generations.parquet + gpt41_calibration_labels.jsonl + gpt41_supplement_labels.jsonl
D1.kappa.exp11|en|edited,Judge agreement (D1),MATCH,none,Qwen3-14B vs gpt-4.1,,,,iter_4/gen_art/gen_art_evaluation_2/results/pooled_generations.parquet + gpt41_calibration_labels.jsonl + gpt41_supplement_labels.jsonl
D1.kappa.exp10|en|edited,Judge agreement (D1),MISDESCRIBED,material,Qwen3-14B vs gpt-4.1,,,CORRECT_IN_DRAFT,iter_4/gen_art/gen_art_evaluation_2/results/pooled_generations.parquet + gpt41_calibration_labels.jsonl + gpt41_supplement_labels.jsonl
D1.kappa.exp10|sl|edited,Judge agreement (D1),FIRST_REPORT,none,Qwen3-14B vs gpt-4.1,,,,iter_4/gen_art/gen_art_evaluation_2/results/pooled_generations.parquet + gpt41_calibration_labels.jsonl + gpt41_supplement_labels.jsonl
D1.kappa.exp4.gemma_edit.en,Judge agreement (D1),FIRST_REPORT,none,Qwen3-14B vs gpt-4.1,,,,iter_4/gen_art/gen_art_evaluation_2/results/pooled_generations.parquet
D2.RG.exp4.gemma_edit.S5.en,Judge agreement (D2),FIRST_REPORT,none,Qwen3-14B corrected to gpt-4.1,,strict,,iter_4/gen_art/gen_art_evaluation_2/results/pooled_generations.parquet
D1.kappa.exp4.gemma_edit.sl,Judge agreement (D1),FIRST_REPORT,none,Qwen3-14B vs gpt-4.1,,,,iter_4/gen_art/gen_art_evaluation_2/results/pooled_generations.parquet
D2.RG.exp4.gemma_edit.S5.sl,Judge agreement (D2),FIRST_REPORT,none,Qwen3-14B corrected to gpt-4.1,,strict,,iter_4/gen_art/gen_art_evaluation_2/results/pooled_generations.parquet
D2.RG.exp4.gemma_edit.S5.gap,Judge agreement (D2),FIRST_REPORT,none,,,strict,DEFINITION_SENSITIVE,iter_4/gen_art/gen_art_evaluation_2/results/pooled_generations.parquet
E5.T12.Rseq_pos_f1.gemma.en,Exp5 T12 marker rule (R7-iii),FIRST_REPORT,none,,,readout R_seq > 0,,iter_2/gen_art/gen_art_experiment_5/results/gemma/rseq_markers.json
E5.T12.Rseq_pos_f1.gemma.sl,Exp5 T12 marker rule (R7-iii),FIRST_REPORT,none,,,readout R_seq > 0,,iter_2/gen_art/gen_art_experiment_5/results/gemma/rseq_markers.json
E5.T12.Rseq_pos_f1.gams.en,Exp5 T12 marker rule (R7-iii),FIRST_REPORT,none,,,readout R_seq > 0,,iter_2/gen_art/gen_art_experiment_5/results/gams/rseq_markers.json
E5.T12.Rseq_pos_f1.gams.sl,Exp5 T12 marker rule (R7-iii),FIRST_REPORT,none,,,readout R_seq > 0,,iter_2/gen_art/gen_art_experiment_5/results/gams/rseq_markers.json
E13.failure_reason,Exp13 nested R2,MISDESCRIBED,material,,,,CORRECT_IN_DRAFT,iter_4/gen_art/gen_art_experiment_13/results/per_item.csv + cells/*.json
SYN.critical_band_differs,What we have learned / Research 1,MISDESCRIBED,material,,,,CORRECT_IN_DRAFT,iter_4/gen_art/gen_art_experiment_14/results/per_item.parquet
E5.asr_gap_smaller_than_refusal_gap,Exp5 attack success,MISDESCRIBED,material,,,,CORRECT_IN_DRAFT,iter_4/gen_art/gen_art_evaluation_2/results/pooled_generations.parquet
E11.partial_positive_halves_gap,What we have learned,MISDESCRIBED,material,,,,CORRECT_IN_DRAFT,iter_3/gen_art/gen_art_experiment_11/results/headline_table.csv
