00:06:12|INFO   |queue: 4488 generations; already judged 1112; spent $1.113
00:12:19|WARNING|j974f8071a2 attempt 0: {'id': 'gen-1790208738-TF49tJLOoix9hyHHc4jI', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:12:40|WARNING|j9b722c0256 attempt 0: {'id': 'gen-1790208759-dtbiCD9KbJ6PExR0CDkA', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:12:45|WARNING|ja270dbb70b attempt 0: {'id': 'gen-1790208764-5dJ1ZSHT7umNVuHzsLVf', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:12:46|WARNING|ja3a6f9d4f1 attempt 0: {'id': 'gen-1790208765-eAAmWfj8O41lyeEPiKga', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:12:49|WARNING|ja72aa25ac4 attempt 0: {'id': 'gen-1790208768-6NSbHB36BJ1w17UR5UnC', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:12:50|WARNING|ja7d0b56fdc attempt 0: {'id': 'gen-1790208770-whKqpnmHwfHKduhlI8BG', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:12:54|WARNING|jaa4dd4ff07 attempt 0: {'id': 'gen-1790208774-I7A9qI5jzMQv7h5uMmUE', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:13:02|WARNING|jb11a26d923 attempt 0: {'id': 'gen-1790208781-QHKSTGLydV8XdTmql03j', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:13:06|WARNING|jb78e14d63d attempt 0: {'id': 'gen-1790208785-m4aelmBHTcSsKfRmEipo', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:13:08|WARNING|jb9166d0554 attempt 0: {'id': 'gen-1790208787-rfAi7vl8g8C0hlElgi96', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:13:14|WARNING|jba3c42f28e attempt 0: {'id': 'gen-1790208793-0nW4ORjjtH57eiV2m9lf', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:13:21|WARNING|jbd83410a8d attempt 0: {'id': 'gen-1790208801-UDdJPcMkaAgxygjLekKF', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:13:24|WARNING|jc0044ffdb5 attempt 0: {'id': 'gen-1790208803-XkmuipLU4YB4jg7TLqS5', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:13:25|WARNING|jc03b06d841 attempt 0: {'id': 'gen-1790208804-KcPJgIuwpNWQMxNoIQUc', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:13:29|WARNING|jc34b067d96 attempt 0: {'id': 'gen-1790208809-IaX65TYew3Hs31lmrtll', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:13:29|WARNING|jc3893523f3 attempt 0: {'id': 'gen-1790208809-Vtt5uwcBnTAkrh5og9mA', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:13:30|WARNING|jc4d010e82e attempt 0: {'id': 'gen-1790208810-Nx46puA1kl8zEv7nGD67', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:13:32|WARNING|jc5ca9b69f8 attempt 0: {'id': 'gen-1790208811-U7MHtjU02QqiTLpg2fdP', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:13:37|WARNING|jc7d7ff788a attempt 0: {'id': 'gen-1790208816-YH0xEyiWhtlrcVD1GWwp', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:13:43|WARNING|jc8e9a63411 attempt 0: {'id': 'gen-1790208822-ZpVMPNgCTnYiBmELFEhU', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:13:45|WARNING|jc96d2df7ba attempt 0: {'id': 'gen-1790208824-V10X24J6hQbyeRTn14Zj', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:13:47|WARNING|jcc1d446756 attempt 0: {'id': 'gen-1790208826-JAnbuPiD5AuSchR6LGcn', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:13:48|WARNING|jcc2d13714a attempt 0: {'id': 'gen-1790208827-nlkGBQ6dNvyc5IG6mWfT', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:13:48|WARNING|jcc65ba0cf1 attempt 0: {'id': 'gen-1790208827-IRt01soL1F7pkThLkSDB', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:13:50|WARNING|jcd3acfdfc2 attempt 0: {'id': 'gen-1790208830-r8XLgTOd5DlRUAoIAe6h', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:13:51|WARNING|jcd9ba2e9d6 attempt 0: {'id': 'gen-1790208831-2nRxh5OUlYF4OAP44h8w', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:13:54|WARNING|jce93e849fc attempt 0: {'id': 'gen-1790208833-U6OyrcBcjs6iYjdqkaTq', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:13:57|WARNING|jcf1265a5a2 attempt 0: {'id': 'gen-1790208837-lsE4DIz3AiLnfnokmQvQ', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:14:03|WARNING|jd291f94735 attempt 0: {'id': 'gen-1790208843-hLDB8pCD8WpSHusSqB5L', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:14:04|WARNING|jd3f0133dfc attempt 0: {'id': 'gen-1790208844-94eELaGUebYIzVE5mvwE', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:14:06|WARNING|jd6b4919c61 attempt 0: {'id': 'gen-1790208845-byEQV6ZgJsj8nefivywq', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:14:07|WARNING|jd8d0e82fc5 attempt 0: {'id': 'gen-1790208847-B0IMZ9OsvzFAoXmYMy5m', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:14:10|WARNING|jdc0958eb15 attempt 0: {'id': 'gen-1790208850-O8XysL5xNmMqdGijMTro', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:14:16|WARNING|jddb54f5fc9 attempt 0: {'id': 'gen-1790208855-qg8htT0uIQVyi1ufXlg7', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:14:21|WARNING|je0bfa03de3 attempt 0: {'id': 'gen-1790208861-B8PvhpmXH18ntSYXkvUp', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:14:28|WARNING|je133596188 attempt 0: {'id': 'gen-1790208868-VamMbtq2EIsVWh5nSwfv', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:14:31|WARNING|je2c59f5f77 attempt 0: {'id': 'gen-1790208870-A6YEKhaLxRc9TeKRIBTt', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:14:40|WARNING|jea4917ce8f attempt 0: {'id': 'gen-1790208879-vqotQv9jhvPztV3YWACv', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:14:44|WARNING|jeb7770e9e4 attempt 0: {'id': 'gen-1790208884-EbSDQnLQypJUC6G1Sozx', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:14:46|WARNING|jeee05e0519 attempt 0: {'id': 'gen-1790208885-imt0cwmsmwB2QHnAYAds', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:14:47|WARNING|jefab43b82a attempt 0: {'id': 'gen-1790208887-A8A169uZfOrtd9JQDX6m', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:14:54|WARNING|jf404dcfede attempt 0: {'id': 'gen-1790208893-yyuYPX1nyIzZ2MuahFGn', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:14:57|WARNING|jf6dee69773 attempt 0: {'id': 'gen-1790208897-31fCE0MsNkmyXFUkqySn', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:15:04|WARNING|jfc3f1106f2 attempt 0: {'id': 'gen-1790208904-bNCKK4ZE373EGyo1xx2V', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:15:14|WARNING|jfe22d054c0 attempt 0: {'id': 'gen-1790208913-h8Bvtq54jMogWDdrvMIa', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:15:20|WARNING|jfefed45270 attempt 0: {'id': 'gen-1790208920-esjR97YTKTJie92CzjMH', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:15:22|WARNING|j0ac3e59117 attempt 1: {'id': 'gen-1790208921-BwlRA0Lg2boP88UVS9To', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:15:22|WARNING|j17dc8cd107 attempt 1: {'id': 'gen-1790208922-qVIKpKrlMiERug38lnSa', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:15:24|WARNING|j38121469b7 attempt 1: {'id': 'gen-1790208923-YYiV6kcJrLyJ6mYDF2dI', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:15:28|WARNING|j00e4ab6fa1 attempt 1: {'id': 'gen-1790208927-f19l2Gqi00zS1KwmsHo0', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:15:30|WARNING|j68eb423e0e attempt 1: {'id': 'gen-1790208929-ChjcSP7NaJFMFfeD4uTn', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:15:31|WARNING|j124002c1d6 attempt 1: {'id': 'gen-1790208930-p4I8phAC8RUbnV74BWMu', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:16:00|WARNING|j07678832b3 attempt 1: {'id': 'gen-1790208959-uZnupKxA2V5RhlfomP7N', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:16:04|WARNING|j2099a3c509 attempt 1: {'id': 'gen-1790208963-vITIFQ16aOv7I7n6MSFN', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:16:08|WARNING|j10c2a43369 attempt 1: {'id': 'gen-1790208966-rPoEkTspffa2Oyk1Ciy0', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:16:11|WARNING|j07d5e43c60 attempt 1: {'id': 'gen-1790208970-c2u5TZH6P1VU5Q9cxtDE', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:16:17|WARNING|j1473fff31f attempt 1: {'id': 'gen-1790208976-Z7yYUqXtydgnLICEJW11', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:16:20|WARNING|j0c79e5d05d attempt 1: {'id': 'gen-1790208979-Be4BG1pF8KwQbG3OxJLR', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:16:27|WARNING|j0d5a47d101 attempt 1: {'id': 'gen-1790208986-2DMzeBrH78saJWhRqOjo', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:16:31|WARNING|j082a019ad2 attempt 1: {'id': 'gen-1790208991-8yZhv6QPnFedi1iJZSpi', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:16:32|WARNING|j0dcb9ea48a attempt 1: {'id': 'gen-1790208991-GpK7Eq2dte55Q9rsjP5H', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:16:36|WARNING|j4b1dcfa64d attempt 1: {'id': 'gen-1790208995-YTzb4qrLzB3nBpUBych0', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:16:36|WARNING|j50710c2a40 attempt 1: {'id': 'gen-1790208995-OTN9lbncVrTcCek3Pgr0', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:16:40|WARNING|j53bf758328 attempt 1: {'id': 'gen-1790208999-RmoRRD4UiaFByjcvn4Cu', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:16:40|WARNING|j105e2636df attempt 1: {'id': 'gen-1790208999-M2NFPdkZ4jfPF66B5JxB', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:16:47|WARNING|j05477ba09f attempt 1: {'id': 'gen-1790209006-cs640SNJUtZVuHrI3DCs', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:16:48|WARNING|j0c0408e2ee attempt 1: {'id': 'gen-1790209007-2E4v1Zgl7hgwf14tvA8g', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:16:52|WARNING|j118b4f4615 attempt 1: {'id': 'gen-1790209011-vrZ3eoiVxUEZ50rUWkEN', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:16:58|WARNING|j3f1dc8b35f attempt 1: {'id': 'gen-1790209018-XufpXzikoS3qjT8dQ5A8', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:17:02|WARNING|j49e2b975e5 attempt 1: {'id': 'gen-1790209021-Jfr89Wz2mM2O72VzTxVr', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:17:03|WARNING|j4ce64c86e5 attempt 1: {'id': 'gen-1790209022-PFxbI0j2xI2TYIAPJRfl', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:17:04|WARNING|j501ef084f9 attempt 1: {'id': 'gen-1790209022-TGzwUsBhUcG49VpbIYN2', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:17:06|WARNING|j550a84d572 attempt 1: {'id': 'gen-1790209025-5DbSEoJxYKEvcoRBDRFQ', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:17:07|WARNING|j566600704c attempt 1: {'id': 'gen-1790209026-dIH9RSWl304GjiFOisYc', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:17:11|WARNING|j62bd4df0e9 attempt 1: {'id': 'gen-1790209030-TTW1ojCmKIVrsCfGX2J8', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:17:12|WARNING|j6388a6aa86 attempt 1: {'id': 'gen-1790209031-6YB9AqyjHGEqINdgFDZI', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:17:13|WARNING|j6f6748ff1a attempt 1: {'id': 'gen-1790209033-w0yGQqyqxGQ7ZjKfhVqk', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:17:15|WARNING|j7c2f7fa069 attempt 1: {'id': 'gen-1790209035-1P5j2rCzjA7TOYo3rUgS', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:17:16|WARNING|j77b80c7502 attempt 1: {'id': 'gen-1790209035-dWEZXSPgxtElrKV8VMYk', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:17:23|WARNING|j84fb8aa5a0 attempt 1: {'id': 'gen-1790209042-GJvmsITMMdOFa8CNVpAU', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:17:24|WARNING|j8678a04a1d attempt 1: {'id': 'gen-1790209044-ApZqnmrqox7VfbfbmWfn', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:17:26|WARNING|j85c71a7649 attempt 1: {'id': 'gen-1790209045-X2ymQkzQsYkUt3bbE8bE', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:17:26|WARNING|j8c3a169bc2 attempt 1: {'id': 'gen-1790209045-m2BJ4ovYzecfv2MI5B0P', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:17:31|WARNING|j8f1e53aea7 attempt 1: {'id': 'gen-1790209050-PsMgTFus44d2mAbEXsZk', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:17:32|WARNING|j91d9d816fe attempt 1: {'id': 'gen-1790209051-t6uDhQVruZFFzMkkOf6e', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:17:33|WARNING|j974f8071a2 attempt 1: {'id': 'gen-1790209053-qAaLK8H32zEGP5nzsAKn', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:17:34|WARNING|j93ac8771c1 attempt 1: {'id': 'gen-1790209053-4DVm8YfNCPHOXTN5MFj9', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:17:46|WARNING|jb9166d0554 attempt 1: {'id': 'gen-1790209065-cGTnISChjnLElGOjb4BU', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:17:46|WARNING|jb11a26d923 attempt 1: {'id': 'gen-1790209065-TQe2uFtq2dFQCRUrRNXL', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:17:55|WARNING|jc34b067d96 attempt 1: {'id': 'gen-1790209075-TBSXAi6YkCkQi4ye65Sv', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:18:06|WARNING|jcc2d13714a attempt 1: {'id': 'gen-1790209086-Sr5nmcUo1XSVTApfElpj', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:18:07|WARNING|jcd3acfdfc2 attempt 1: {'id': 'gen-1790209087-jCTfEh3PSkdjpeM1Dst2', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:18:08|WARNING|jcc1d446756 attempt 1: {'id': 'gen-1790209087-wdCKhlVG9lNTI8MpDGNs', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:18:12|WARNING|jd291f94735 attempt 1: {'id': 'gen-1790209091-fNoY5av8k6DjW6SRUAih', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:18:15|WARNING|jd6b4919c61 attempt 1: {'id': 'gen-1790209094-PPmbBCwThCc4cHpuV9sr', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:18:24|WARNING|je133596188 attempt 1: {'id': 'gen-1790209103-YL4ehee5e2glDuFdaFtW', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:18:31|WARNING|jefab43b82a attempt 1: {'id': 'gen-1790209110-xFFxeBeAtt9SwbqShCnY', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:18:39|WARNING|jfe22d054c0 attempt 1: {'id': 'gen-1790209118-QeWnC4P9Q9EZRRe8o78J', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:18:39|WARNING|jfefed45270 attempt 1: {'id': 'gen-1790209118-Fjqp5mVXxZLe4JxMeunN', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:18:39|WARNING|jfc3f1106f2 attempt 1: {'id': 'gen-1790209118-K3hEhktPeIcKmLafzus1', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:18:40|WARNING|j17dc8cd107 attempt 2: {'id': 'gen-1790209119-Oe9bSpYWXmnZDGn83YYM', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:18:44|WARNING|j124002c1d6 attempt 2: {'id': 'gen-1790209124-dkQIepvBqnZlCtb0L0rG', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:18:48|WARNING|j07d5e43c60 attempt 2: {'id': 'gen-1790209127-vyityvSyeX6tTTnVQF5u', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:18:48|WARNING|j0c79e5d05d attempt 2: {'id': 'gen-1790209128-C3hc0LlCYiKWs3xNMYIB', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:18:53|WARNING|j0d5a47d101 attempt 2: {'id': 'gen-1790209133-LJaC4kY0Xux3lsvV2buR', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:19:03|WARNING|j0c0408e2ee attempt 2: {'id': 'gen-1790209142-HpELANr0IGcL92lgDfCs', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:19:03|WARNING|j05477ba09f attempt 2: {'id': 'gen-1790209142-3EV5Fle07yhGJ3iiWl6W', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:19:07|WARNING|j501ef084f9 attempt 2: {'id': 'gen-1790209147-BcJkWvEdBy63cwn7hwLh', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:19:10|WARNING|j62bd4df0e9 attempt 2: {'id': 'gen-1790209149-VsDrt3hSBUsg6Muju6y6', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:19:10|WARNING|j566600704c attempt 2: {'id': 'gen-1790209149-MaHCDEktRuv718ddhBvC', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
00:19:11|WARNING|j6388a6aa86 attempt 2: {'id': 'gen-1790209151-yO06mzBUoNKBywYKIXYH', 'error': {'message': 'Upstream error from Nvidia: Service temporarily overloaded', 'code': 503, 'metadata': {'error_type': 'provider_overloaded'}}}
