artifact,judge_a,judge_b,scope,cell,lang,definition,n,kappa,kappa_ci_low,kappa_ci_high,raw_agreement,pabak,ac1,note
exp8,gpt41,qwen3_14b,cell_edited,gemma:A5,*,4class,96,0.3521720792914382,0.21432236664918425,0.4750450176562756,0.6666666666666666,,0.5578583765112262,
exp8,gpt41,qwen3_14b,cell_edited,gemma:A6,*,binary,75,0.763240968081375,0.6111303145523679,0.8936170212765957,0.88,0.76,0.7601705453899449,
exp8,gpt41,qwen3_14b,cell_edited,gemma:A6,*,4class,75,0.4781910623494782,0.34814189006812707,0.6053959245945978,0.6533333333333333,,0.5604643299898568,
exp8,gpt41,qwen3_14b,cell_edited,gemma:A7,*,binary,444,0.7161986479459179,0.6552882542139443,0.7826654483748858,0.8671171171171171,0.7342342342342343,0.753176453960851,
exp8,gpt41,qwen3_14b,cell_edited,gemma:A7,*,4class,444,0.5358190060031854,0.4773377013108997,0.5929609533758552,0.7117117117117117,,0.6390392927121276,
exp8,gpt41,qwen3_14b,cell_edited,gemma:A8,*,binary,84,0.5647668393782384,0.37939789877674085,0.7364201622321118,0.8095238095238095,0.6190476190476191,0.6673267326732674,
exp8,gpt41,qwen3_14b,cell_edited,gemma:A8,*,4class,84,0.3979357798165136,0.25190489713555464,0.5453340785422027,0.7023809523809523,,0.6097560975609756,
exp8,gpt41,qwen3_14b,cell_edited,gemma:A9,*,binary,106,0.3665338645418328,0.2521397824848741,0.49540972458347515,0.660377358490566,0.320754716981132,0.34880546075085317,
exp8,gpt41,qwen3_14b,cell_edited,gemma:A9,*,4class,106,0.2210374639769452,0.13279723668429042,0.32041687467366564,0.5188679245283019,,0.33417495458324353,
exp8,gpt41,qwen3_14b,cell_edited,gemma:ADD,*,binary,80,0.8409542743538768,0.7062652163669205,0.9467188540972686,0.925,0.8500000000000001,0.8588235294117648,
exp8,gpt41,qwen3_14b,cell_edited,gemma:ADD,*,4class,80,0.6580336937389992,0.5272933881170297,0.7836801403173086,0.7875,,0.7325730016714187,
exp8,gpt41,qwen3_14b,cell_edited,gemma:W0,*,binary,280,0.77626251864479,0.7010698502459629,0.8453388323158131,0.8928571428571429,0.7857142857142858,0.7963537626066719,
exp8,gpt41,qwen3_14b,cell_edited,gemma:W0,*,4class,280,0.6328145154355489,0.5551724963315348,0.7027398110375586,0.7821428571428571,,0.7294007367017414,
exp8,gpt41,qwen3_14b,cell_edited,gemma:W1,*,binary,280,0.6677215189873417,0.5732652832211976,0.74749880544503,0.85,0.7,0.7315558802045288,
exp8,gpt41,qwen3_14b,cell_edited,gemma:W1,*,4class,280,0.5307068366164541,0.45647117330068687,0.6006100985135544,0.7107142857142857,,0.637912729730377,
exp8,gpt41,qwen3_14b,cell_edited,gemma:W2,*,binary,63,0.5512820512820512,0.30996694964681476,0.7878787878787878,0.8412698412698413,0.6825396825396826,0.7574123989218329,
exp8,gpt41,qwen3_14b,cell_edited,gemma:W2,*,4class,63,0.2944664031620555,0.138154751283729,0.4722831811395754,0.7301587301587301,,0.668856767411301,
exp8,gpt41,qwen3_14b,cell_edited,gemma:X1,*,binary,78,0.2535885167464114,0.06810035842293899,0.4507042253521125,0.7435897435897436,0.4871794871794872,0.6280400572246067,
exp8,gpt41,qwen3_14b,cell_edited,gemma:X1,*,4class,78,0.04231528173646127,-0.0647381236048748,0.1493932930725971,0.28205128205128205,,0.08838568298027756,
exp8,gpt41,qwen3_14b,cell_edited,gemma:X2,*,binary,93,-0.02133668026357082,-0.06332804572835435,0.0,0.6236559139784946,0.24731182795698925,0.45808707233830015,
exp8,gpt41,qwen3_14b,cell_edited,gemma:X2,*,4class,93,-0.009893822393822155,-0.07935290467752659,0.07113925903639089,0.5161290322580645,,0.4410186772333652,
exp8,gpt41,qwen3_14b,cell_edited,gemma:X4,*,binary,99,0.46774193548387083,0.3304330800068104,0.6226399168939097,0.7171717171717171,0.43434343434343425,0.44393179538615835,
exp8,gpt41,qwen3_14b,cell_edited,gemma:X4,*,4class,99,0.2414411477013368,0.1416129346690498,0.3541046335871517,0.5252525252525253,,0.40970504281636544,
exp8,gpt41,keyword,pooled_all,*,*,binary,5298,0.5382701068413616,0.5174509369970195,0.5582652309123778,0.7680256700641752,0.5360513401283504,0.5464700314794939,
exp8,gpt41,keyword,pooled_orig,*,*,binary,638,0.7682954737669523,0.7149951467837637,0.8154593419181869,0.8855799373040752,0.7711598746081505,0.7757226268584844,
exp8,gpt41,keyword,pooled_edited,*,*,binary,4660,0.5011759999703683,0.47722358093486883,0.5246756384570627,0.751931330472103,0.5038626609442061,0.5214746400995326,
exp8,gpt41,keyword,cell_edited,community:C0,*,binary,280,0.5000000000000002,0.33581251807594353,0.6481027889956826,0.9,0.8,0.875480448524507,
exp8,gpt41,keyword,cell_edited,community:C1,*,binary,280,0.3457943925233641,0.14551103411915273,0.5276812313803377,0.9107142857142857,0.8214285714285714,0.896694977162211,
exp8,gpt41,keyword,cell_edited,community:C2,*,binary,61,0.29259589652096335,0.022357315112540115,0.5618515562649641,0.7868852459016393,0.5737704918032787,0.7019357263672242,
exp8,gpt41,keyword,cell_edited,gams3:G1,*,binary,186,0.64880174291939,0.52776371336219,0.7656420840577572,0.8602150537634409,0.7204301075268817,0.7677902621722846,
exp8,gpt41,keyword,cell_edited,gemma:A1,*,binary,444,0.3755681394829,0.3106783876441384,0.44004551270224185,0.6599099099099099,0.3198198198198199,0.32196944797002447,
exp8,gpt41,keyword,cell_edited,gemma:A10,*,binary,222,0.3053579082726106,0.17611288106367798,0.42680677160785563,0.6711711711711712,0.3423423423423424,0.3830163896979042,
exp8,gpt41,keyword,cell_edited,gemma:A2,*,binary,443,0.3352378111863996,0.27090897380812246,0.40076304932945184,0.636568848758465,0.27313769751692996,0.28089128626521803,
exp8,gpt41,keyword,cell_edited,gemma:A3,*,binary,444,0.6805955210809459,0.6150257217316402,0.7423530363199833,0.8445945945945946,0.6891891891891893,0.7027953880704887,
exp8,gpt41,keyword,cell_edited,gemma:A3_c0.5,*,binary,32,1.0,1.0,1.0,1.0,1.0,1.0,
exp8,gpt41,keyword,cell_edited,gemma:A4,*,binary,444,0.6464655401220916,0.5595008330027658,0.7290029860240467,0.8783783783783784,0.7567567567567568,0.8145994432415715,
exp8,gpt41,keyword,cell_edited,gemma:A5,*,binary,96,0.2542372881355932,0.1172173215717722,0.4022194652127068,0.65625,0.3125,0.4185555657520418,
exp8,gpt41,keyword,cell_edited,gemma:A6,*,binary,75,0.3898305084745761,0.19975368876520952,0.5682851700977842,0.68,0.3600000000000001,0.3655269651039832,
exp8,gpt41,keyword,cell_edited,gemma:A7,*,binary,444,0.3605040142729705,0.2926857623462882,0.4241386296086477,0.6509009009009009,0.30180180180180183,0.3061136009598661,
exp8,gpt41,keyword,cell_edited,gemma:A8,*,binary,84,0.23066485753052884,0.042891432368644136,0.41221767529708053,0.6785714285714286,0.3571428571428572,0.4711437565582372,
exp8,gpt41,keyword,cell_edited,gemma:A9,*,binary,106,0.1401687216093445,0.04189299302753306,0.24623813046873239,0.5283018867924528,0.05660377358490565,0.13539967373572592,
exp8,gpt41,keyword,cell_edited,gemma:ADD,*,binary,80,0.3410214168039538,0.2185089974293059,0.48598130841121506,0.625,0.25,0.25187032418952626,
exp8,gpt41,keyword,cell_edited,gemma:W0,*,binary,280,0.5015410776915719,0.4066938957411332,0.5876023175285754,0.7607142857142857,0.5214285714285714,0.5444888246791875,
exp8,gpt41,keyword,cell_edited,gemma:W1,*,binary,280,0.4637548593642807,0.3578788674189359,0.5719927564734859,0.7607142857142857,0.5214285714285714,0.57460799764175,
exp8,gpt41,keyword,cell_edited,gemma:W2,*,binary,63,0.2708333333333334,0.01815739950343501,0.4992249602543719,0.6825396825396826,0.3650793650793651,0.4397510004446421,
exp8,gpt41,keyword,cell_edited,gemma:X1,*,binary,78,0.06913580246913562,-0.07339449541284371,0.20412023199192378,0.6282051282051282,0.2564102564102564,0.4297239379805874,
exp8,gpt41,keyword,cell_edited,gemma:X2,*,binary,93,-0.01877934272300348,-0.04734563409563328,0.0,0.9247311827956989,0.8494623655913978,0.9188532253038328,
exp8,gpt41,keyword,cell_edited,gemma:X4,*,binary,99,0.22828507795100228,0.1168716823163294,0.36186305734612995,0.5757575757575758,0.1515151515151516,0.20237866871283336,
exp8,qwen3_14b,keyword,pooled_all,*,*,binary,12136,0.5907591235398646,0.575882353540673,0.6045750387543243,0.7951549110085695,0.590309822017139,0.5905277883218081,
exp8,qwen3_14b,keyword,pooled_orig,*,*,binary,1740,0.8319550914468523,0.8054361352645236,0.8575514200495022,0.9172413793103448,0.8344827586206895,0.8374230620992512,
exp8,qwen3_14b,keyword,pooled_edited,*,*,binary,10396,0.5500795269804096,0.5349451741209167,0.5653525461931038,0.7747210465563679,0.5494420931127357,0.5494509142632905,
exp8,qwen3_14b,keyword,cell_edited,community:C0,*,binary,280,0.7142857142857142,0.5885793977196605,0.8344130487509097,0.9321428571428572,0.8642857142857143,0.9110434833499151,
exp8,qwen3_14b,keyword,cell_edited,community:C1,*,binary,280,0.4990240728692263,0.3112665460718088,0.6616906344410876,0.9214285714285714,0.8428571428571427,0.9068247821878025,
exp8,qwen3_14b,keyword,cell_edited,community:C2,*,binary,140,0.6181818181818182,0.4681864454098513,0.7551992296882553,0.85,0.7,0.7532004197271773,
exp8,qwen3_14b,keyword,cell_edited,gams3:G1,*,binary,444,0.626630787342928,0.5481268058829096,0.7025747317911362,0.8423423423423423,0.6846846846846846,0.7275022795819597,
exp8,qwen3_14b,keyword,cell_edited,gams3:G2,*,binary,222,0.18897637795275593,0.10039268607463374,0.2830362241038909,0.536036036036036,0.072072072072072,0.07434470195324343,
exp8,qwen3_14b,keyword,cell_edited,gams3:G3,*,binary,222,0.2847323653234814,0.16602408654391718,0.41135225248385665,0.6621621621621622,0.32432432432432434,0.39025506747477706,
exp8,qwen3_14b,keyword,cell_edited,gams3:G4,*,binary,222,0.45522568187303863,0.34100280315289,0.5609276095847214,0.7252252252252253,0.4504504504504505,0.4562865115532091,
exp8,qwen3_14b,keyword,cell_edited,gams3:G5,*,binary,222,0.54320987654321,0.4336672979244001,0.6423803452695415,0.7702702702702703,0.5405405405405406,0.5446153846153846,
exp8,qwen3_14b,keyword,cell_edited,gemma:A1,*,binary,444,0.4718372687801106,0.3934414131750468,0.5493618599677416,0.7297297297297297,0.45945945945945943,0.4626106953381881,
exp8,qwen3_14b,keyword,cell_edited,gemma:A10,*,binary,222,0.23949279067389334,0.10257539614002548,0.36654881208657353,0.6981981981981982,0.39639639639639634,0.5033142437346602,
exp8,qwen3_14b,keyword,cell_edited,gemma:A11,*,binary,111,0.5268542199488493,0.0,0.8477366255144031,0.954954954954955,0.9099099099099099,0.9502710452040679,
exp8,qwen3_14b,keyword,cell_edited,gemma:A2,*,binary,444,0.4711828956541949,0.39856766677714206,0.5433530032270931,0.722972972972973,0.44594594594594605,0.4459487564485612,
exp8,qwen3_14b,keyword,cell_edited,gemma:A2d_c0.5,*,binary,111,0.6801152737752161,0.4436090225563913,0.8692024773752476,0.918918918918919,0.8378378378378379,0.8914425427872861,
exp8,qwen3_14b,keyword,cell_edited,gemma:A3,*,binary,444,0.6888414710681562,0.6234376425662214,0.7532932218517068,0.8490990990990991,0.6981981981981982,0.7119465491781451,
exp8,qwen3_14b,keyword,cell_edited,gemma:A3_c0.5,*,binary,222,0.9140349367524309,0.8567242780321505,0.9623633814209646,0.9594594594594594,0.9189189189189189,0.9232910371834987,
exp8,qwen3_14b,keyword,cell_edited,gemma:A4,*,binary,444,0.612409347300564,0.5233034918919364,0.6927023522330089,0.8536036036036037,0.7072072072072073,0.7653439142684073,
exp8,qwen3_14b,keyword,cell_edited,gemma:A5,*,binary,222,0.1533403471856919,0.02589334185733927,0.2866823592648736,0.7387387387387387,0.4774774774774775,0.6291901854625043,
exp8,qwen3_14b,keyword,cell_edited,gemma:A6,*,binary,222,0.5794415616506055,0.47949363218748053,0.6776244592557105,0.7927927927927928,0.5855855855855856,0.5962040332147094,
exp8,qwen3_14b,keyword,cell_edited,gemma:A7,*,binary,444,0.487919305653296,0.4128463668880093,0.5600466958614041,0.7342342342342343,0.46846846846846857,0.4691578179460161,
exp8,qwen3_14b,keyword,cell_edited,gemma:A8,*,binary,222,0.2144572222924304,0.06965805748441585,0.3620745751816317,0.7477477477477478,0.49549549549549554,0.6302201070791197,
exp8,qwen3_14b,keyword,cell_edited,gemma:A9,*,binary,222,0.1710794297352345,0.02958873569113699,0.31223398775449207,0.7522522522522522,0.5045045045045045,0.6498071214489552,
exp8,qwen3_14b,keyword,cell_edited,gemma:ADD,*,binary,222,0.3883623539783998,0.3057515921669945,0.4847619844221899,0.6621621621621622,0.32432432432432434,0.32663336905748885,
exp8,qwen3_14b,keyword,cell_edited,gemma:W0,*,binary,280,0.6589613351300924,0.5725922695556374,0.742926083375879,0.8321428571428572,0.6642857142857144,0.6694505494505495,
exp8,qwen3_14b,keyword,cell_edited,gemma:W1,*,binary,280,0.5291479820627804,0.42525985256347654,0.6338558611360355,0.775,0.55,0.5691308117878385,
exp8,qwen3_14b,keyword,cell_edited,gemma:W2,*,binary,140,0.2917997870074548,0.13126214554194665,0.4580847646976679,0.7285714285714285,0.4571428571428571,0.5657142857142856,
exp8,qwen3_14b,keyword,cell_edited,gemma:W3,*,binary,280,0.3140243902439026,0.16633593696519902,0.46522695039132034,0.8392857142857143,0.6785714285714286,0.7907411251816484,
exp8,qwen3_14b,keyword,cell_edited,gemma:W4,*,binary,280,0.4442721577870122,0.3184825581854991,0.5557404178998218,0.7714285714285715,0.5428571428571429,0.6118019149950176,
exp8,qwen3_14b,keyword,cell_edited,gemma:X1,*,binary,222,0.24800617442757936,0.12289845148546553,0.3685781518703643,0.6441441441441441,0.28828828828828823,0.3352411636501468,
exp8,qwen3_14b,keyword,cell_edited,gemma:X2,*,binary,222,0.17600860677783772,0.06361128042044592,0.2882564886026955,0.6891891891891891,0.3783783783783783,0.5243817241861114,
exp8,qwen3_14b,keyword,cell_edited,gemma:X3,*,binary,444,0.7839591274024815,0.7261174294294085,0.8406129254589448,0.8918918918918919,0.7837837837837838,0.7841385597082954,
exp8,qwen3_14b,keyword,cell_edited,gemma:X4,*,binary,222,0.19521696786062107,0.066598029431243,0.3237813131520528,0.6981981981981982,0.39639639639639634,0.5276070696965366,
exp8,qwen3_14b,keyword,cell_edited,gemma:X5,*,binary,444,0.5307202971275038,0.4574521426324737,0.5998198503008526,0.759009009009009,0.5180180180180181,0.5187235659111055,
exp8,qwen3_14b,keyword,cell_edited,gemma:Y1_1_12,*,binary,222,0.4751345181803358,0.3180224248115998,0.6208804774241345,0.8693693693693694,0.7387387387387387,0.8273184469925569,
exp8,qwen3_14b,keyword,cell_edited,gemma:Y2_13_24,*,binary,222,0.3306098628538079,0.20547814301359374,0.4512668514823193,0.7207207207207207,0.4414414414414414,0.5325363401711724,
exp8,qwen3_14b,keyword,cell_edited,gemma:Y3_25_36,*,binary,222,0.08851240383784265,-0.035486409158768696,0.2199716255125136,0.5720720720720721,0.14414414414414423,0.2079319474959158,
exp8,qwen3_14b,keyword,cell_edited,gemma:Y4_37_48,*,binary,222,0.28114285714285686,0.0420675062550125,0.5207873885331732,0.9234234234234234,0.8468468468468469,0.9143178232095627,
exp8,qwen3_14b,keyword,cell_edited,gemma:Yc24_1_24,*,binary,222,0.14738358137301977,0.04362147089113606,0.2570158252305489,0.5675675675675675,0.1351351351351351,0.1868752384586035,
exp8,qwen3_14b,keyword,cell_edited,gemma:Yc36_1_36,*,binary,444,0.2881221179837815,0.2023770249193418,0.3769905795062357,0.7274774774774775,0.45495495495495497,0.5694795594145294,
