model,trial,attn_cov0.10,attn_cov0.25,attn_cov0.50,attn_cov0.75,attn_mass,attn_energy,attn_centroid,attn_partic,attn_A1,attn_A2,mlp_cov0.10,mlp_cov0.25,mlp_cov0.50,mlp_cov0.75,mlp_mass,mlp_energy,mlp_centroid,mlp_partic,mlp_A1,mlp_A2,sum_cov0.10,sum_cov0.25,sum_cov0.50,sum_cov0.75,sum_mass,sum_energy,sum_centroid,sum_partic,sum_A1,sum_A2,mean_cos_in_support
gemma,76,29,29,29,29,35.53967497343525,20039318021.157974,32.99610605609179,28.93739102254628,35.53967497343524,20039318021.157974,7,7,5,3,4.645579294839333,4662004478.937555,44.47183959215638,6.555025174015757,4.645579294839333,4662004478.937555,29,29,29,29,40.185254268274576,39283246898.181656,34.3227476583156,27.94536208037865,40.185254268274576,39283246898.181656,1.0
gemma,77,35,35,35,35,45.481869684587366,22759843905.614983,30.048036558494214,34.9443988553508,45.48186968458735,22759843905.614983,10,10,10,7,9.189080925456281,10475880051.841932,42.67926227821033,9.602373586288568,9.189080925456281,10475880051.84193,35,35,35,35,54.67095061004364,59634577464.31052,32.171090100293306,32.748802739905365,54.67095061004363,59634577464.31052,1.0
gemma,78,17,17,17,17,22.35847203151117,11285448948.686443,34.00256130480463,16.9664180199504,22.35847203151117,11285448948.686443,12,12,9,1,6.933537408496033,4843386346.749478,42.12825379983219,11.39022946737348,6.933537408496032,4843386346.749478,22,22,22,18,29.292009440007202,22555371432.08631,35.925945666659295,20.071813189914238,29.292009440007202,22555371432.086304,1.0
gemma,79,33,33,33,33,43.55305741306598,24665539871.805813,31.278031152700066,32.91131704991292,43.55305741306597,24665539871.805813,38,33,20,4,18.901206797250083,4067061429.418635,30.923967150420548,33.11406311463635,18.901206797250083,4067061429.418635,38,33,33,33,62.45426421031606,48401410201.3932,31.17087694936159,33.40907243585115,62.45426421031606,48401410201.3932,1.0
gemma,80,41,41,41,41,50.66807014725843,22905086046.911095,27.98891492549459,40.40312274954387,50.66807014725843,22905086046.91109,38,33,25,14,22.798861210756012,8582381059.730616,32.52968676734064,32.40904073521172,22.79886121075601,8582381059.730616,41,41,41,41,73.46693135801445,59395088148.26733,29.39804451752108,38.79451675018285,73.46693135801445,59395088148.26733,1.0
gemma,81,33,33,33,33,38.87728059329351,18369558197.305252,31.30872757852861,32.331064841180556,38.87728059329351,18369558197.30525,29,23,11,0,12.184821205140919,2143087280.3742828,33.02741660341945,25.22841021565384,12.184821205140919,2143087280.3742828,33,33,33,33,51.06210179843443,32607624177.666473,31.71885402726353,31.192687272334023,51.062101798434426,32607624177.666473,1.0
gemma,82,30,30,27,19,26.593550067333187,6815214096.529348,30.319103930270057,27.168274975434144,26.593550067333187,6815214096.529348,29,25,19,11,18.611803755356824,4229625946.477852,31.863947342674603,23.926340800156158,18.611803755356824,4229625946.477851,31,30,29,27,45.205353822690014,21620599625.53294,30.955141921194862,26.08275686269582,45.205353822690014,21620599625.53294,1.0
gemma,83,24,24,20,16,21.895327396259415,4385840668.1354685,29.535887872090715,21.128602937292566,21.895327396259415,4385840668.1354685,30,26,18,11,18.316943391300057,2343994053.4553027,28.41866585396195,24.40284640294721,18.316943391300057,2343994053.4553022,30,26,24,23,40.212270787559476,13038701720.094261,29.026986184601096,22.717970328126093,40.21227078755947,13038701720.094261,1.0
gemma,84,18,16,13,10,14.575241904575332,2835504491.568263,30.404813188853726,14.744017794956468,14.575241904575332,2835504491.5682626,32,29,20,10,19.11007751424558,2481342418.480936,28.34761073220694,27.360557536472697,19.11007751424558,2481342418.480936,32,29,21,17,33.68531941882092,9899878820.63984,29.237738062736582,21.885637739768878,33.68531941882092,9899878820.63984,1.0
gemma,85,39,39,36,28,37.24489112623415,11234820493.465807,28.91097746741821,35.47008255693611,37.24489112623415,11234820493.465807,20,17,10,4,10.073359716022019,2234619726.334218,34.51590368881371,17.111067804742966,10.073359716022019,2234619726.334218,39,39,36,29,47.31825084225618,22173032864.816967,30.10418383081701,32.539188027173296,47.31825084225618,22173032864.816963,1.0
gemma,86,33,33,30,21,29.008434159144393,8975493784.286158,31.09222554089791,30.189309052893154,29.008434159144393,8975493784.286158,38,35,28,18,27.949994666932476,7148185180.922573,29.960809732752377,32.444208714262416,27.949994666932476,7148185180.922572,38,35,33,33,56.95842882607687,32131547574.832745,30.53702999819233,31.379430191081052,56.95842882607687,32131547574.83274,1.0
gemma,87,17,17,16,10,13.464405970848341,3497248828.4894423,33.12101611695254,16.183291240802628,13.46440597084834,3497248828.4894423,20,20,15,10,15.09667646677748,2092245217.9341536,28.686061934527935,17.310884775057843,15.09667646677748,2092245217.9341536,23,23,20,15,28.56108243762582,9863059158.392351,30.776809850146513,18.567108666111487,28.56108243762582,9863059158.392351,1.0
gemma,88,20,20,20,19,19.818150946128426,14216578768.85268,37.90203500431403,19.565263349914556,19.818150946128426,14216578768.852678,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,20,20,20,19,19.818150946128426,14216578768.85268,37.90203500431403,19.565263349914556,19.818150946128426,14216578768.852678,1.0
gemma,89,37,37,36,31,38.06735428312098,15472666807.116203,30.402310448707286,34.39440494877015,16.027636052820814,1668061368.7047374,20,17,13,9,14.37315028017848,2501152968.971006,30.218269997672927,15.942932397336222,8.005824291378485,640764808.5509092,37,37,36,31,52.440504563299456,25843898386.83216,30.351867740682692,29.70901486561957,24.033460344199298,4066326963.9477587,0.38924758773436574
gemma,90,39,39,39,35,43.01435468441501,19405926966.39013,29.640791386840316,37.244761537120795,15.32961700435152,1053324627.8337605,10,10,10,7,9.2771577291566,1359829305.7110305,28.561757782682037,9.32706914811738,4.617721305040014,283923761.7298146,39,39,39,35,52.29151241357161,24393544523.91565,29.44935754836831,32.89884148027235,19.947338309391533,2053105487.4564745,0.3464582110846217
gemma,91,33,32,28,22,29.614658640072378,13572993893.844242,32.9928905294482,29.103301328484402,15.620055668247659,3112796361.230529,29,24,17,9,16.470668051313808,2852324727.2538705,30.930838346640993,23.59452006887085,9.96361078035164,1154120255.0272617,33,32,30,27,46.085326691386186,27360413679.771126,32.255923267939075,27.790648131592565,25.5836664485993,7787437756.784801,0.46799398852334845
gemma,92,31,31,31,23,30.904748865349717,8911703357.33995,29.975447557395096,28.57294903672819,13.651957326899536,918332214.8696272,17,17,13,9,13.806465356800956,3865063843.9329696,33.070976588864305,14.28561863272828,4.9335440573197245,384724027.35353863,31,31,31,23,44.71121422215067,22394097471.870033,30.931322164637987,24.719100089775953,18.58550138421926,2335354731.0998154,0.4156508894276571
gemma,93,31,31,31,24,29.919915537105858,7235989520.818387,28.953743183771486,29.345931115334313,29.91991553710585,7235989520.818386,22,19,15,10,15.246158951203782,2754762393.656403,30.715433152989885,18.171361663114126,15.246158951203782,2754762393.656403,31,31,31,26,45.16607448830963,17579271569.945683,29.548415304333947,26.11520595701894,45.16607448830963,17579271569.94568,1.0
gemma,94,37,37,37,37,37.76295305635488,13722625186.869448,29.373978569052664,36.380017964274785,37.762953056354874,13722625186.869446,18,16,12,8,12.642571577143755,3038544996.7758074,32.615853639773675,14.165020503976718,12.642571577143755,3038544996.7758074,37,37,37,37,50.405524633498636,24949659400.8385,30.187096534270907,31.810363496245873,50.40552463349863,24949659400.8385,1.0
gemma,95,18,18,18,15,18.228312143279325,2956126173.6161833,28.44840530015109,17.20936522153429,18.228312143279325,2956126173.6161833,3,3,2,2,2.5141821412123844,387377616.6873754,29.83538454867228,2.583946163410873,2.5141821412123844,387377616.68737537,18,18,18,15,20.74249428449171,4393635994.144333,28.616520012347074,15.298642782926729,20.74249428449171,4393635994.144333,1.0
gemma,96,34,34,34,34,35.51247100708673,10950822729.712963,28.482494389955196,33.472795008449296,15.830567883606708,1607674792.110501,35,31,22,12,21.07780144100456,4170106252.5020337,30.361627851579268,29.972190488325726,10.181004821108662,777162121.3350351,36,35,34,34,56.590272448091284,27996951200.015297,29.182402700550295,32.83975325711739,26.01157270471537,4579787194.74039,0.398900793201197
gemma,97,26,26,26,26,28.542388944622136,7675989051.703011,29.463067564833207,25.747278637899463,15.236604099294844,2076045271.7614336,34,22,4,0,11.16043138580848,1146037519.7324724,30.260949947629534,30.044887539376877,5.8055284216116245,310236835.14014167,34,26,26,26,39.70282033043061,14113315644.399405,29.687351671429003,27.286350776424346,21.042132520906467,3941789076.5988355,0.4257000766096397
gemma,98,35,35,35,35,41.99371190566211,19136872357.925423,30.14179281359991,34.792499915802196,16.467675725143124,1207807051.3522115,40,38,30,22,33.33614567015193,7669516150.378335,28.40090342007342,33.08293983210253,14.266935865416679,890442033.664806,40,38,35,35,75.32985757581405,49473194230.427795,29.371387236238842,34.81713345289596,30.7346115905598,4090504128.664493,0.3471865295767661
gemma,99,35,35,35,25,30.74971701679084,9018491301.148527,30.046092764896727,33.403420829396005,15.435847822839708,2567366832.0104094,32,30,26,22,28.75868672970261,16385940621.335869,34.24242944611618,27.777229745474,15.407956467799256,3691047389.325005,35,35,35,32,59.50840374649344,49251097009.36018,32.07406065564462,31.774168587458224,30.843804290638964,12238027442.926044,0.45221652744629176
gemma,100,26,26,26,26,33.17016880096649,21809890920.641212,33.49890093990553,25.9867043769739,33.17016880096649,21809890920.641212,9,8,5,0,4.3887653358295005,3163806608.9809446,43.740653115615274,8.222272934694336,4.3887653358295005,3163806608.9809446,27,27,27,26,37.558934136796,38671280376.93486,34.69565074018476,26.031149943239658,37.55893413679599,38671280376.93486,1.0
gemma,101,36,36,36,36,34.77199986465027,11749378869.863054,28.53699230106586,35.78320425056719,15.149839825814587,2017498096.7557917,40,36,28,16,26.393631227142517,6903179737.309624,30.02941623473428,34.46590604668327,12.484466179017419,1478865181.4200873,40,37,36,36,61.16563109179278,36386787167.89816,29.18098936668416,35.90478032696902,27.634306004832005,6914637359.649965,0.36608414223312474
gemma,102,39,39,39,39,40.8933116606771,14566626343.932728,28.240512220710233,38.722599912602774,14.015343593602891,554311979.1886821,39,33,19,0,18.550352014626462,4202215200.586576,30.97406488506655,34.33077260477006,6.000058899020128,145862712.4441344,39,39,39,39,59.44366367530356,34308430921.6413,29.09356132702561,38.00905125165715,20.015402492623018,1259675525.8404224,0.329618628669276
gemma,103,46,46,46,46,54.4961133689186,19252333984.612003,25.381364398592403,45.187485709796455,21.081019643983147,7592656211.702565,40,37,28,17,26.804088050446765,5475067505.489243,28.782768113027277,34.264282937262884,13.098608835592838,2587907417.219825,46,46,46,46,81.30020141936537,44590936146.26017,26.50278258778661,42.60245899350709,34.17962847957598,18830544348.22341,0.359910975652641
gemma,104,12,12,12,12,14.423668303715186,4669443980.466755,32.5187873557105,11.946972723792223,14.423668303715186,4669443980.466754,13,10,0,0,4.018418560223286,1291836717.5569286,41.22462283575902,12.427167393620804,4.018418560223286,1291836717.5569286,21,20,12,12,18.44208686393847,6916160809.046524,34.415735956667596,16.213609947160645,18.44208686393847,6916160809.046523,1.0
gemma,105,26,26,26,25,24.052728629495164,4586115007.829887,28.468022441911103,25.654255972302348,13.068994707923853,1806859510.735334,40,37,25,15,25.021450192338087,4439232635.504533,28.375814827765634,34.38596271790718,12.408778200629527,1551836482.3413646,40,37,26,26,49.07417882183325,16709429456.178293,28.421008548248786,30.407606334301367,25.47777290855338,6548405177.692336,0.3808223127971551
gemma,106,29,29,28,19,25.50215343039442,5337787122.339105,29.13114066379465,27.033679461848944,12.947488492736921,1071810237.5495672,36,30,19,9,19.22145547727805,3048934291.4619646,29.668766410588923,29.532809527273013,9.409587098693848,579586423.6167126,36,30,29,28,44.72360890767247,16039205196.490452,29.36220317435318,28.240378364428217,22.35707559143077,3211913565.392787,0.39095291621329514
gemma,107,29,29,29,29,37.349143335887206,22792371228.86685,33.01149741504407,28.998963468229267,37.349143335887206,22792371228.86685,9,8,6,3,5.443310181691469,4956000144.413034,43.99973848398908,7.8354208127346405,5.4433101816914675,4956000144.413034,29,29,29,29,42.79245351757868,45096320487.91855,34.409229949003546,27.806284365357335,42.79245351757868,45096320487.91855,1.0
gemma,108,26,26,26,26,26.440503060727355,14387316440.765202,34.699177649169734,25.892401549216054,26.44050306072735,14387316440.7652,10,9,7,6,7.614733797542549,9262092598.31102,43.514165668450495,8.649363706434247,7.614733797542549,9262092598.31102,26,26,26,26,34.05523685826991,42711133281.37718,36.670204527494015,23.63309938379569,34.0552368582699,42711133281.37718,1.0
gemma,109,26,26,26,26,35.32854195139005,25212902171.632164,34.510618552780976,25.99906910128488,35.32854195139005,25212902171.632164,4,3,2,0,1.949209406309477,1142977529.4224758,45.927933381474894,3.488078782769734,1.949209406309477,1142977529.4224758,26,26,26,26,37.27775135769953,32936294547.39254,35.107616404001696,25.563360477793516,37.27775135769953,32936294547.39254,1.0
gemma,110,18,18,18,18,21.075465966568835,18082436207.48583,38.55895114208398,17.850588410642114,2.49016450102455,175701661.68211848,10,10,8,5,7.089158267209387,7567512620.85813,43.306340714946046,8.915168554215434,0.5660435468521066,42233016.92894967,18,18,18,18,28.164624233778223,45727739571.936264,39.753889720307775,16.83319930547334,3.0562080478766562,339183682.80285376,0.11946485550721511
gemma,111,25,25,25,25,34.69129610829512,26657577281.697792,35.069329525288275,24.99667314817177,34.69129610829512,26657577281.69779,2,2,1,0,0.8778273739128872,196855408.0495774,46.653901560610926,1.8269131986589784,0.877827373912887,196855408.0495774,25,25,25,25,35.569123482208,28658104355.605522,35.35523070732778,24.803339620820502,35.569123482208,28658104355.605522,1.0
gemma,112,22,22,22,22,29.564848547692627,24772128509.212036,36.557243886747884,21.996693623620697,29.564848547692627,24772128509.212036,2,0,0,0,0.2923998048341935,78006504.83189422,44.51486154430376,1.9982346356395795,0.2923998048341935,78006504.83189422,22,22,22,22,29.857248352526817,26284516694.979813,36.635174907803204,21.97364679075352,29.857248352526817,26284516694.97981,1.0
gemma,113,28,28,28,28,41.11537525700028,29893181542.243004,33.54501824716244,27.999122066943798,41.11537525700028,29893181542.243,7,3,0,0,1.6298739442331063,595863063.4952564,43.92015140265126,6.475505722882098,1.6298739442331063,595863063.4952564,28,28,28,28,42.74524920123339,37129815063.662125,33.940621489957245,27.84981331189578,42.74524920123339,37129815063.66212,1.0
gemma,114,26,26,26,26,36.85670836265554,27687994682.478443,34.55275014239,25.99705805865334,36.85670836265554,27687994682.478443,4,2,2,1,1.941909878452295,2475876558.5989933,45.43190594337404,3.0373566264417993,1.941909878452295,2475876558.5989933,26,26,26,26,38.79861824110783,40178777731.06571,35.0972628358026,25.51687561894825,38.79861824110783,40178777731.06571,1.0
gemma,115,23,23,23,23,32.096472784329464,27884298006.753635,36.23548463916401,22.96025700120125,32.096472784329464,27884298006.753635,10,8,5,1,4.9679697827610605,3904590311.7355843,43.31501226886927,8.601859125312076,4.9679697827610605,3904590311.7355843,23,23,23,23,37.06444256709052,49637699615.99295,37.18439623487828,22.126754176552595,37.06444256709052,49637699615.99294,1.0
gams,0,18,18,18,18,20.609793235501822,6014190026.251699,37.5327239754276,17.83623079172396,16.383296127361017,3742085488.7053766,8,6,2,0,3.1638385196413066,146857171.4387699,28.4427430927553,6.4442426328471285,1.6525530236329034,39535710.21745298,22,21,19,18,23.77363175514313,6428872429.332973,36.3230126466913,19.857432952977096,18.03584915099392,3885560235.101054,0.7130016939478437
gams,1,29,29,29,29,29.458442978304028,5407199339.574114,33.18773280504912,28.860591694635247,29.458442978304028,5407199339.574114,13,7,0,0,3.385039815801351,333316037.91206354,41.83253506421893,12.606942314100031,3.385039815801351,333316037.9120635,29,29,29,29,32.84348279410538,8020080756.600008,34.07871626226857,28.49185894902112,32.84348279410538,8020080756.600007,1.0
gams,2,37,37,37,37,47.74899123994185,9483940744.471663,29.748669670043324,36.665983155701866,47.74899123994185,9483940744.471663,0,0,0,0,0.22071573241732415,210710.0518043774,29.988605275623488,35.90996847736497,0.22071573241732417,210710.05180437744,37,37,37,37,47.96970697235918,9573473720.83602,29.74977364933069,36.66586042914874,47.96970697235918,9573473720.836018,1.0
gams,3,11,10,7,5,7.122913581431355,2080589813.881938,42.607768961441664,9.6808253176646,2.157548111775065,178394822.1734562,28,28,0,0,11.540998890468988,933064222.3540604,33.87122489206866,27.94086084588317,5.642854392390276,163720850.18191096,28,28,11,9,18.663912471900346,5317558462.100304,37.20544800848119,21.520575828385038,7.800402504165341,545271155.5761802,0.4950560672793899
gams,4,35,35,35,32,33.88752925735045,5725483998.815957,31.13072367278321,34.37149048986517,33.88752925735045,5725483998.815956,11,11,11,1,7.744065637818802,602035801.9371897,31.000146187902413,10.983742712390855,7.744065637818802,602035801.9371898,35,35,35,32,41.63159489516926,8151732792.932185,31.10643441323684,31.46855742447296,41.63159489516926,8151732792.932184,1.0
gams,5,16,16,16,13,16.54042494429521,2692213294.684272,33.63321566953142,15.138180131919798,16.54042494429521,2692213294.6842713,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,16,16,16,13,16.54042494429521,2692213294.684272,33.63321566953142,15.138180131919798,16.54042494429521,2692213294.6842713,1.0
gams,6,33,33,33,33,36.56096508582683,6715841797.073265,31.49376334071682,32.68908552778984,19.186746307579227,2145733823.081339,46,46,24,0,23.036267878768484,1316893113.186953,24.942004588391757,45.76726695721812,8.842866312941553,421036378.8470665,46,46,33,33,59.597232964595314,13973127171.937033,28.961295603745075,39.2846477576645,28.02961262052078,4465244037.063512,0.36646585345004135
gams,7,37,37,37,28,34.757925592595825,4293806036.9836855,29.13904659524229,35.21541009826653,34.757925592595825,4293806036.9836855,32,32,32,24,29.214516019012137,4082806118.280984,31.461753390061865,30.762127502991852,29.214516019012137,4082806118.2809834,37,37,37,32,63.97244161160796,16735974413.221489,30.199765135214545,33.66470784825742,63.97244161160796,16735974413.221485,1.0
gams,8,3,3,3,3,2.8477877141053507,1291896265.7979307,43.9935485844001,2.9885198570909814,2.847787714105351,1291896265.7979307,14,14,11,7,10.33698849914565,2901500726.379792,41.57095830686435,13.00324924396833,10.33698849914565,2901500726.379792,14,14,11,7,13.184776213251002,6838598319.520309,42.094215032431194,10.559783090585986,13.184776213251002,6838598319.520309,1.0
gams,9,8,6,4,2,4.13646783402878,287390242.86310995,32.747831078828135,6.348397412908146,4.13646783402878,287390242.86310995,20,18,0,0,6.667871882678147,591046780.234196,37.990545397207455,19.389730037200618,6.667871882678147,591046780.2341958,20,19,7,5,10.804339716706927,1168854596.4703686,35.983359422904535,15.492492618038222,10.804339716706927,1168854596.4703686,1.0
gams,10,14,14,14,10,12.284799915396674,2280474140.8417234,36.47014185816702,13.560826512423912,12.284799915396674,2280474140.8417234,18,0,0,0,2.68475828594996,81491490.13913774,36.97598808733779,22.496852517849327,2.6847582859499597,81491490.13913774,18,14,14,13,14.969558201346633,2996975558.820062,36.56086429879728,15.581174791338562,14.969558201346633,2996975558.820062,1.0
gams,11,11,11,9,4,7.392146563895244,585983240.3758683,32.068617395835666,10.484785755934384,7.392146563895244,585983240.3758683,5,5,4,3,4.164440362108495,1022393875.396253,39.15080667764008,4.566287551450756,4.164440362108495,1022393875.396253,15,15,14,8,11.55658692600374,1701307787.83948,34.620699172754996,14.136810670294404,11.55658692600374,1701307787.83948,1.0
gams,12,34,34,34,34,28.220110104818083,3580395368.435749,30.52546185257401,33.99973450543539,28.220110104818083,3580395368.4357495,38,38,32,13,25.345752453645666,2730403453.0862465,30.035828224502314,36.259383229856546,25.345752453645666,2730403453.0862465,38,38,34,34,53.56586255846375,12522051034.56936,30.29378197032548,35.6133596883136,53.56586255846375,12522051034.569363,1.0
gams,13,28,28,25,14,20.16036033126549,3531580148.145521,35.11689982693147,26.79250459829948,20.160360331265487,3531580148.145521,44,43,35,18,29.648681766792134,2771921659.790229,27.721041111002606,39.817602138625794,29.648681766792134,2771921659.790229,44,43,35,28,49.80904209805763,12267416492.930202,30.714537279403537,36.03658500706677,49.80904209805762,12267416492.930202,1.0
gams,14,36,36,36,24,27.758228110828124,3341661913.6844687,30.038014923881523,35.876509400768605,13.725606225436902,2210297234.8548856,32,32,28,22,29.482655700293137,6991303658.0236225,34.373851214727694,28.843787679641785,18.85371717930937,5035933418.115228,36,36,36,32,57.240883811121265,19910244680.746246,32.271243344282276,33.30949198072297,32.57932340474627,13900939376.720827,0.4751072796637097
gams,15,5,5,5,5,4.139570186926852,299366201.0473881,31.004745856721474,4.987550037998534,4.139570186926852,299366201.0473881,36,35,25,15,24.136531453787324,2401030058.373237,30.25734101476721,31.625662868446536,24.136531453787324,2401030058.373237,36,35,25,15,28.276101640714174,3452346582.0943704,30.36675973311217,26.23733354280097,28.276101640714174,3452346582.09437,1.0
gams,16,20,20,17,12,15.200938518191002,3629158397.9975185,38.822226052780444,18.582853807688448,15.200938518191,3629158397.9975185,13,13,13,13,17.508590502916466,4010299634.808896,34.966432849533255,12.96241186740508,17.508590502916466,4010299634.808896,20,20,19,19,32.70952902110747,12478668501.446426,36.75831665756966,17.446296146848592,32.709529021107464,12478668501.446426,1.0
gams,17,25,25,25,25,30.946652100106686,8348562114.013648,35.41082922643518,24.88900302166441,30.94665210010669,8348562114.013648,39,39,32,18,28.36299009413971,2803332388.7194896,28.900602966392025,35.718898757526674,28.36299009413971,2803332388.719489,39,39,34,27,59.30964219424639,20366506799.694916,32.29751617828928,31.564248802393077,59.30964219424639,20366506799.694912,1.0
gams,18,6,6,4,4,4.715877297360818,549447175.5150299,33.52379690790359,4.9252887710812985,4.715877297360818,549447175.5150299,30,27,21,12,19.126483644824532,3087583275.1975913,34.969894236524674,26.293241305919967,19.126483644824532,3087583275.197591,30,27,21,13,23.84236094218535,4617203330.354998,34.6838647791922,21.664206004275872,23.84236094218535,4617203330.354998,1.0
gams,19,14,14,12,7,10.304258883398958,2149344725.4703794,38.57653651927352,13.179557094590251,10.304258883398958,2149344725.4703794,34,30,0,0,11.275030585519573,656218616.3419019,31.589296667361992,33.0911083835526,11.275030585519573,656218616.341902,34,30,14,14,21.579289468918528,4851619769.377023,34.92575167058166,23.629393968335197,21.579289468918528,4851619769.377024,1.0
gams,20,18,18,15,11,14.500160871332039,4007087446.043958,39.84865102775796,16.64026656298986,14.500160871332039,4007087446.043958,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,18,18,15,11,14.500160871332039,4007087446.043958,39.84865102775796,16.64026656298986,14.500160871332039,4007087446.043958,1.0
gams,21,29,29,29,29,41.13287118559451,10411855374.787098,33.02629651763393,28.999206365464445,24.31601309027034,6862131393.011929,0,0,0,0,1.6445082568927545,25972605.3050237,35.65067011776016,25.828134781632347,1.1493178219026725,19345077.902455863,29,29,29,29,42.77737944248727,11457256391.913311,33.127186383044716,29.01799615081237,25.46533091217301,7605614244.835025,0.5379889224465987
gams,22,17,17,17,17,17.623446251571117,3435316503.3472795,35.05059911581541,16.649524217048725,13.902354905944266,2398045158.886841,5,3,1,0,1.9129710686778423,315458572.0142268,41.9974807752825,4.400596864254918,1.434941290515264,176146065.79584813,18,17,17,17,19.53641732024896,4842618759.456165,35.73082535250187,16.960082580020515,15.33729619645953,3201270912.0734167,0.7638365775834133
gams,23,6,6,6,6,7.319176862450786,3542729360.208952,44.54673983578674,5.995165941186981,7.319176862450785,3542729360.208952,13,13,13,13,11.345230695230653,2830532007.6873007,39.00611431921107,12.963513707368909,11.345230695230653,2830532007.687301,15,15,15,15,18.664407557681436,10057307155.839275,41.178849669052674,12.92091715340634,18.664407557681436,10057307155.839275,1.0
gams,24,12,12,11,6,9.08446999754486,2145315684.7854462,39.552783577815966,11.384594593455589,3.064265238369291,227644299.08393836,41,6,0,0,8.005511358281197,185332510.77113426,27.169587799204358,40.09680488321052,3.3445088917994017,48026453.211471185,41,18,12,10,17.089981355826055,3295163712.234127,33.75208594137883,23.88445041621828,6.408774130168693,380364259.5998368,0.3526987272091381
gams,25,25,24,18,12,18.063616071583063,2877610335.4835653,35.18346725049671,21.538246291961396,18.063616071583063,2877610335.4835653,2,2,2,2,2.299238388028414,213209697.20961678,31.476303573236223,1.995517902031136,2.299238388028414,213209697.20961678,25,24,18,12,20.362854459611476,3431417649.955329,34.76487893055523,18.82097454897257,20.362854459611476,3431417649.955329,1.0
gams,26,17,17,17,17,24.02591422646798,9167820188.605028,39.15509295745048,16.982641296343786,24.02591422646798,9167820188.605026,33,24,0,0,9.807323337810004,574395979.2139816,32.622404451327604,31.266292494126102,9.807323337810004,574395979.2139816,33,24,17,17,33.83323756427798,14049258434.674494,37.26144655949574,21.29675604822205,33.83323756427798,14049258434.674494,1.0
gams,27,4,4,4,4,3.5059612883142037,1533346117.393969,44.50236933703376,3.999900354792502,3.5059612883142037,1533346117.393969,13,13,11,7,9.87926672955382,899004196.8331856,31.8513773837021,12.120708822912924,9.87926672955382,899004196.8331856,17,17,15,11,13.385228017868023,2432350314.2271547,35.16502194679411,16.10415980721613,13.385228017868023,2432350314.2271547,1.0
gams,28,26,26,26,19,23.28926363955655,2685592965.543116,30.480986254533896,24.94098459289784,7.59785347674252,162815193.16092968,19,19,12,0,10.387525195749381,1831520085.1312115,39.27946514637567,17.836652716040167,1.3547664152390997,20876435.508392118,30,30,30,23,33.676788835305935,7351549910.124382,33.19485608399518,27.401331681784082,8.95261989198162,235788592.2045483,0.30716172103157197
gams,29,3,3,3,2,2.819046591919809,1484761590.5189512,44.88392424799285,2.7819211366899776,2.819046591919809,1484761590.5189514,34,32,28,22,29.141628585857468,5513473496.787428,33.244078903298565,29.402803132569765,29.141628585857468,5513473496.787428,34,32,28,22,31.960675177777276,9499668293.808857,34.270755159883095,27.944401110127775,31.960675177777276,9499668293.808857,1.0
gams,30,20,20,20,20,22.52496457383488,6312164962.168352,37.7560599424469,19.95153132884298,22.52496457383488,6312164962.168352,38,35,19,0,17.569757144470596,1640962512.0240445,31.277665065977693,35.17340986330313,17.569757144470596,1640962512.0240445,38,35,20,20,40.09472171830548,14197789906.533768,34.917186899126094,26.83283888484084,40.09472171830548,14197789906.533768,1.0
gams,31,18,16,12,9,11.839694183558994,3053267364.9102573,40.38051298132924,15.504521231888102,11.839694183558994,3053267364.9102573,21,18,7,0,8.785812982560428,1084905047.1787093,38.17256611069653,19.35581107719975,8.785812982560428,1084905047.1787093,21,19,17,14,20.62550716611942,7658543205.237818,39.43999752517242,17.443342122218798,20.62550716611942,7658543205.237818,1.0
gams,32,14,14,14,14,17.880552584083155,6941839938.993,40.59677697773526,13.991799986628868,10.944419723602904,2408372120.0012016,16,14,10,6,10.335339544427068,1891332509.1125503,37.5192205553572,13.027706275933651,7.319305471229745,862346884.1715155,18,17,15,14,28.215892128510227,14701670446.940819,39.46948352029147,14.91917715246589,18.26372519483265,5701552953.621793,0.6847657922986464
gams,33,10,10,10,7,9.763654374682455,3862353739.5883174,43.23671185894155,9.352464233544925,9.763654374682455,3862353739.5883174,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,10,10,10,7,9.763654374682455,3862353739.5883174,43.23671185894155,9.352464233544925,9.763654374682455,3862353739.5883174,1.0
gams,34,9,9,7,5,6.4528747182337,1435258612.644816,38.991659989677665,7.7413064037710955,4.619191953073245,719065770.9277434,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,9,9,7,5,6.4528747182337,1435258612.644816,38.991659989677665,7.7413064037710955,4.619191953073245,719065770.9277434,0.7168558197322845
gams,35,38,35,31,24,33.16484952244789,5132028954.113738,30.99773217201218,32.49334613024131,33.16484952244789,5132028954.113738,2,0,0,0,0.3367045843092291,3346016.7521665436,31.953381351119212,2.8911650535706688,0.3367045843092291,3346016.7521665436,38,35,31,24,33.50155410675712,5217802267.118206,31.007336844636363,32.21618879397227,33.50155410675712,5217802267.118206,1.0
