model,trial,phase,keyword_count,kl,direction_scope,direction_index,params_json,abl_params_json
gams,51,startup,49,0.023980798199772835,per layer,,"{""attn.o_proj.max_weight"": 1.2112696711202506, ""attn.o_proj.max_weight_position"": 44.85399627216432, ""attn.o_proj.min_weight"": 0.294173885432223, ""attn.o_proj.min_weight_distance"": 12.49704783904286, ""direction_index"": 34.93754595670812, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.7490654216316108, ""mlp.down_proj.max_weight_position"": 41.82885184296859, ""mlp.down_proj.min_weight"": 0.9051468488813411, ""mlp.down_proj.min_weight_distance"": 17.02543531597856}","{""attn.o_proj"": {""max_weight"": 1.2112696711202506, ""max_weight_position"": 44.85399627216432, ""min_weight"": 0.35632390545965503, ""min_weight_distance"": 12.49704783904286}, ""mlp.down_proj"": {""max_weight"": 0.7490654216316108, ""max_weight_position"": 41.82885184296859, ""min_weight"": 0.6780142059958257, ""min_weight_distance"": 17.02543531597856}}"
gams,52,startup,98,0.002875973004847765,global,21.0882679696928,"{""attn.o_proj.max_weight"": 0.9993916880290334, ""attn.o_proj.max_weight_position"": 39.83371638729182, ""attn.o_proj.min_weight"": 0.29754617346961454, ""attn.o_proj.min_weight_distance"": 8.86790022261646, ""direction_index"": 21.0882679696928, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 1.069815189119748, ""mlp.down_proj.max_weight_position"": 43.02715069627446, ""mlp.down_proj.min_weight"": 0.6067421633079724, ""mlp.down_proj.min_weight_distance"": 13.357930683821355}","{""attn.o_proj"": {""max_weight"": 0.9993916880290334, ""max_weight_position"": 39.83371638729182, ""min_weight"": 0.2973651725703777, ""min_weight_distance"": 8.86790022261646}, ""mlp.down_proj"": {""max_weight"": 1.069815189119748, ""max_weight_position"": 43.02715069627446, ""min_weight"": 0.6491019821862435, ""min_weight_distance"": 13.357930683821355}}"
gams,53,startup,99,0.004129964858293533,global,19.376469531956555,"{""attn.o_proj.max_weight"": 1.1066104074661325, ""attn.o_proj.max_weight_position"": 39.65487292814977, ""attn.o_proj.min_weight"": 0.4641550699508056, ""attn.o_proj.min_weight_distance"": 14.375881850200637, ""direction_index"": 19.376469531956555, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 0.38488689737004567, ""mlp.down_proj.max_weight_position"": 34.33851287705576, ""mlp.down_proj.min_weight"": 0.32122363530065223, ""mlp.down_proj.min_weight_distance"": 26.15991619599247}","{""attn.o_proj"": {""max_weight"": 1.1066104074661325, ""max_weight_position"": 39.65487292814977, ""min_weight"": 0.5136388310857322, ""min_weight_distance"": 14.375881850200637}, ""mlp.down_proj"": {""max_weight"": 0.38488689737004567, ""max_weight_position"": 34.33851287705576, ""min_weight"": 0.12363476835279512, ""min_weight_distance"": 26.15991619599247}}"
gams,54,startup,75,0.008159291930496693,global,41.75213960302098,"{""attn.o_proj.max_weight"": 0.8658403007871216, ""attn.o_proj.max_weight_position"": 34.80381393405317, ""attn.o_proj.min_weight"": 0.06958978432555363, ""attn.o_proj.min_weight_distance"": 25.6367267302216, ""direction_index"": 41.75213960302098, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 0.5076479582671709, ""mlp.down_proj.max_weight_position"": 43.03233793037233, ""mlp.down_proj.min_weight"": 0.9999344804266129, ""mlp.down_proj.min_weight_distance"": 19.786651245255584}","{""attn.o_proj"": {""max_weight"": 0.8658403007871216, ""max_weight_position"": 34.80381393405317, ""min_weight"": 0.060253639792148275, ""min_weight_distance"": 25.6367267302216}, ""mlp.down_proj"": {""max_weight"": 0.5076479582671709, ""max_weight_position"": 43.03233793037233, ""min_weight"": 0.5076146973895144, ""min_weight_distance"": 19.786651245255584}}"
gams,55,startup,73,0.006073635071516037,per layer,,"{""attn.o_proj.max_weight"": 1.2265553005430525, ""attn.o_proj.max_weight_position"": 37.3087895676923, ""attn.o_proj.min_weight"": 0.3847640933914611, ""attn.o_proj.min_weight_distance"": 14.399946856284853, ""direction_index"": 29.546022982570697, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 1.3499833148979605, ""mlp.down_proj.max_weight_position"": 39.44023395533196, ""mlp.down_proj.min_weight"": 0.5516684673786048, ""mlp.down_proj.min_weight_distance"": 1.4194550679695772}","{""attn.o_proj"": {""max_weight"": 1.2265553005430525, ""max_weight_position"": 37.3087895676923, ""min_weight"": 0.47193443820793873, ""min_weight_distance"": 14.399946856284853}, ""mlp.down_proj"": {""max_weight"": 1.3499833148979605, ""max_weight_position"": 39.44023395533196, ""min_weight"": 0.7447432263164463, ""min_weight_distance"": 1.4194550679695772}}"
gams,56,startup,97,0.0015815484803169966,global,38.14275740584639,"{""attn.o_proj.max_weight"": 1.4688189561885374, ""attn.o_proj.max_weight_position"": 45.921792152519146, ""attn.o_proj.min_weight"": 0.30988888991363694, ""attn.o_proj.min_weight_distance"": 6.255437806117127, ""direction_index"": 38.14275740584639, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 1.1651524774595807, ""mlp.down_proj.max_weight_position"": 41.36636763795114, ""mlp.down_proj.min_weight"": 0.35463413404787414, ""mlp.down_proj.min_weight_distance"": 5.886798062346417}","{""attn.o_proj"": {""max_weight"": 1.4688189561885374, ""max_weight_position"": 45.921792152519146, ""min_weight"": 0.4551706758173728, ""min_weight_distance"": 6.255437806117127}, ""mlp.down_proj"": {""max_weight"": 1.1651524774595807, ""max_weight_position"": 41.36636763795114, ""min_weight"": 0.4132028398776136, ""min_weight_distance"": 5.886798062346417}}"
gams,57,startup,54,0.011719870381057262,per layer,,"{""attn.o_proj.max_weight"": 1.3749544886389322, ""attn.o_proj.max_weight_position"": 44.100777532485104, ""attn.o_proj.min_weight"": 0.17231372804156564, ""attn.o_proj.min_weight_distance"": 21.543362271039832, ""direction_index"": 30.586423263772943, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.19345080063046738, ""mlp.down_proj.max_weight_position"": 31.740337131841493, ""mlp.down_proj.min_weight"": 0.41679066507472884, ""mlp.down_proj.min_weight_distance"": 13.88134967660555}","{""attn.o_proj"": {""max_weight"": 1.3749544886389322, ""max_weight_position"": 44.100777532485104, ""min_weight"": 0.23692353382485892, ""min_weight_distance"": 21.543362271039832}, ""mlp.down_proj"": {""max_weight"": 0.19345080063046738, ""max_weight_position"": 31.740337131841493, ""min_weight"": 0.08062848785401128, ""min_weight_distance"": 13.88134967660555}}"
gams,58,startup,29,0.147615447640419,per layer,,"{""attn.o_proj.max_weight"": 0.9822008771775055, ""attn.o_proj.max_weight_position"": 29.039957049912342, ""attn.o_proj.min_weight"": 0.6786047308856499, ""attn.o_proj.min_weight_distance"": 4.809321506641856, ""direction_index"": 40.152229809377644, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 1.3051969775316312, ""mlp.down_proj.max_weight_position"": 31.682130278182054, ""mlp.down_proj.min_weight"": 0.615137672033594, ""mlp.down_proj.min_weight_distance"": 14.165996240019785}","{""attn.o_proj"": {""max_weight"": 0.9822008771775055, ""max_weight_position"": 29.039957049912342, ""min_weight"": 0.6665261619326903, ""min_weight_distance"": 4.809321506641856}, ""mlp.down_proj"": {""max_weight"": 1.3051969775316312, ""max_weight_position"": 31.682130278182054, ""min_weight"": 0.8028758303040908, ""min_weight_distance"": 14.165996240019785}}"
gams,59,startup,70,0.010180058889091015,per layer,,"{""attn.o_proj.max_weight"": 0.9140407262271384, ""attn.o_proj.max_weight_position"": 37.234499068830424, ""attn.o_proj.min_weight"": 0.19806400799400048, ""attn.o_proj.min_weight_distance"": 27.7249000183254, ""direction_index"": 23.44505402202606, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.13853397475972695, ""mlp.down_proj.max_weight_position"": 33.614878898431776, ""mlp.down_proj.min_weight"": 0.7051025221187837, ""mlp.down_proj.min_weight_distance"": 9.57752301962177}","{""attn.o_proj"": {""max_weight"": 0.9140407262271384, ""max_weight_position"": 37.234499068830424, ""min_weight"": 0.18103856970629395, ""min_weight_distance"": 27.7249000183254}, ""mlp.down_proj"": {""max_weight"": 0.13853397475972695, ""max_weight_position"": 33.614878898431776, ""min_weight"": 0.0976806550022234, ""min_weight_distance"": 9.57752301962177}}"
gams,60,tpe,31,0.017964279279112816,global,32.04133892260182,"{""attn.o_proj.max_weight"": 1.2865233921152455, ""attn.o_proj.max_weight_position"": 35.907144749803244, ""attn.o_proj.min_weight"": 0.5924089514998193, ""attn.o_proj.min_weight_distance"": 22.675863678501404, ""direction_index"": 32.04133892260182, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 0.576538198859111, ""mlp.down_proj.max_weight_position"": 28.204509325998888, ""mlp.down_proj.min_weight"": 0.5968862800156369, ""mlp.down_proj.min_weight_distance"": 26.51100204134654}","{""attn.o_proj"": {""max_weight"": 1.2865233921152455, ""max_weight_position"": 35.907144749803244, ""min_weight"": 0.7621479738029835, ""min_weight_distance"": 22.675863678501404}, ""mlp.down_proj"": {""max_weight"": 0.576538198859111, ""max_weight_position"": 28.204509325998888, ""min_weight"": 0.34412774080393027, ""min_weight_distance"": 26.51100204134654}}"
gams,61,tpe,27,0.09815122932195663,global,27.71635242094774,"{""attn.o_proj.max_weight"": 1.1407049591610943, ""attn.o_proj.max_weight_position"": 33.08591747490373, ""attn.o_proj.min_weight"": 0.8812401767941305, ""attn.o_proj.min_weight_distance"": 15.855713867472325, ""direction_index"": 27.71635242094774, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 0.9525036688761532, ""mlp.down_proj.max_weight_position"": 31.61072666877471, ""mlp.down_proj.min_weight"": 0.9584986636473846, ""mlp.down_proj.min_weight_distance"": 21.368244994450407}","{""attn.o_proj"": {""max_weight"": 1.1407049591610943, ""max_weight_position"": 33.08591747490373, ""min_weight"": 1.005235039881064, ""min_weight_distance"": 15.855713867472325}, ""mlp.down_proj"": {""max_weight"": 0.9525036688761532, ""max_weight_position"": 31.61072666877471, ""min_weight"": 0.9129734937370237, ""min_weight_distance"": 21.368244994450407}}"
gams,62,tpe,69,0.006084001157432795,per layer,,"{""attn.o_proj.max_weight"": 1.093511514792143, ""attn.o_proj.max_weight_position"": 35.887553867265126, ""attn.o_proj.min_weight"": 0.6718374060628826, ""attn.o_proj.min_weight_distance"": 11.021368837455125, ""direction_index"": 29.764921723033027, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.4545428017909351, ""mlp.down_proj.max_weight_position"": 42.06348907412926, ""mlp.down_proj.min_weight"": 0.0685312300611612, ""mlp.down_proj.min_weight_distance"": 12.527961711495909}","{""attn.o_proj"": {""max_weight"": 1.093511514792143, ""max_weight_position"": 35.887553867265126, ""min_weight"": 0.7346619395978468, ""min_weight_distance"": 11.021368837455125}, ""mlp.down_proj"": {""max_weight"": 0.4545428017909351, ""max_weight_position"": 42.06348907412926, ""min_weight"": 0.031150377322179366, ""min_weight_distance"": 12.527961711495909}}"
gams,63,tpe,41,0.019442066550254822,per layer,,"{""attn.o_proj.max_weight"": 1.1871930022953738, ""attn.o_proj.max_weight_position"": 31.825260049518956, ""attn.o_proj.min_weight"": 0.6999250855415722, ""attn.o_proj.min_weight_distance"": 16.622310096727425, ""direction_index"": 29.06967053274347, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.40497195509525113, ""mlp.down_proj.max_weight_position"": 42.459317835940816, ""mlp.down_proj.min_weight"": 0.019621696036595165, ""mlp.down_proj.min_weight_distance"": 15.570176216484004}","{""attn.o_proj"": {""max_weight"": 1.1871930022953738, ""max_weight_position"": 31.825260049518956, ""min_weight"": 0.8309461636859454, ""min_weight_distance"": 16.622310096727425}, ""mlp.down_proj"": {""max_weight"": 0.40497195509525113, ""max_weight_position"": 42.459317835940816, ""min_weight"": 0.007946236606224684, ""min_weight_distance"": 15.570176216484004}}"
gams,64,tpe,26,0.1315203160047531,global,25.24673579854318,"{""attn.o_proj.max_weight"": 1.1718833149678818, ""attn.o_proj.max_weight_position"": 36.456863401082146, ""attn.o_proj.min_weight"": 0.9048682144287199, ""attn.o_proj.min_weight_distance"": 18.669475635800993, ""direction_index"": 25.24673579854318, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 0.835061338571167, ""mlp.down_proj.max_weight_position"": 34.680231367059804, ""mlp.down_proj.min_weight"": 0.9249060131381087, ""mlp.down_proj.min_weight_distance"": 23.588493088572577}","{""attn.o_proj"": {""max_weight"": 1.1718833149678818, ""max_weight_position"": 36.456863401082146, ""min_weight"": 1.0603999627337963, ""min_weight_distance"": 18.669475635800993}, ""mlp.down_proj"": {""max_weight"": 0.835061338571167, ""max_weight_position"": 34.680231367059804, ""min_weight"": 0.7723532533836305, ""min_weight_distance"": 23.588493088572577}}"
gams,65,tpe,27,0.058806851506233215,global,25.545576477312203,"{""attn.o_proj.max_weight"": 1.3156908441742408, ""attn.o_proj.max_weight_position"": 32.187411727806904, ""attn.o_proj.min_weight"": 0.9112050174269143, ""attn.o_proj.min_weight_distance"": 15.907142629782873, ""direction_index"": 25.545576477312203, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 0.6340614954062251, ""mlp.down_proj.max_weight_position"": 31.539678019993, ""mlp.down_proj.min_weight"": 0.8671122029129363, ""mlp.down_proj.min_weight_distance"": 22.086817285262853}","{""attn.o_proj"": {""max_weight"": 1.3156908441742408, ""max_weight_position"": 32.187411727806904, ""min_weight"": 1.1988640985942207, ""min_weight_distance"": 15.907142629782873}, ""mlp.down_proj"": {""max_weight"": 0.6340614954062251, ""max_weight_position"": 31.539678019993, ""min_weight"": 0.5498024600639625, ""min_weight_distance"": 22.086817285262853}}"
gams,66,tpe,89,0.006287092342972755,global,22.49563507509158,"{""attn.o_proj.max_weight"": 1.4590444708335593, ""attn.o_proj.max_weight_position"": 33.56680603126871, ""attn.o_proj.min_weight"": 0.897634922585918, ""attn.o_proj.min_weight_distance"": 12.627110391128326, ""direction_index"": 22.49563507509158, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 0.09070617963631444, ""mlp.down_proj.max_weight_position"": 33.23228269604805, ""mlp.down_proj.min_weight"": 0.9333902125619157, ""mlp.down_proj.min_weight_distance"": 27.211231694076485}","{""attn.o_proj"": {""max_weight"": 1.4590444708335593, ""max_weight_position"": 33.56680603126871, ""min_weight"": 1.3096892706260936, ""min_weight_distance"": 12.627110391128326}, ""mlp.down_proj"": {""max_weight"": 0.09070617963631444, ""max_weight_position"": 33.23228269604805, ""min_weight"": 0.08466426029141885, ""min_weight_distance"": 27.211231694076485}}"
gams,67,tpe,98,0.0009150009718723595,global,37.867596227383345,"{""attn.o_proj.max_weight"": 1.0447867052184077, ""attn.o_proj.max_weight_position"": 40.24209188049715, ""attn.o_proj.min_weight"": 0.09389004358679003, ""attn.o_proj.min_weight_distance"": 2.092590542511271, ""direction_index"": 37.867596227383345, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": -0.10744255547813736, ""mlp.down_proj.max_weight_position"": 36.653901634341544, ""mlp.down_proj.min_weight"": 0.6237996339166391, ""mlp.down_proj.min_weight_distance"": 1.0158638922423684}","{""attn.o_proj"": {""max_weight"": 1.0447867052184077, ""max_weight_position"": 40.24209188049715, ""min_weight"": 0.09809506929185503, ""min_weight_distance"": 2.092590542511271}, ""mlp.down_proj"": {""max_weight"": 0.0, ""max_weight_position"": 36.653901634341544, ""min_weight"": 0.0, ""min_weight_distance"": 1.0158638922423684}}"
gams,68,tpe,95,0.0027008664328604937,per layer,,"{""attn.o_proj.max_weight"": 0.876980058843116, ""attn.o_proj.max_weight_position"": 44.04002041445002, ""attn.o_proj.min_weight"": 0.8835939368272501, ""attn.o_proj.min_weight_distance"": 2.661397515005847, ""direction_index"": 29.96525472703762, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.7445949731681206, ""mlp.down_proj.max_weight_position"": 44.96019761862122, ""mlp.down_proj.min_weight"": 0.49991071294427514, ""mlp.down_proj.min_weight_distance"": 6.127311768844733}","{""attn.o_proj"": {""max_weight"": 0.876980058843116, ""max_weight_position"": 44.04002041445002, ""min_weight"": 0.7748942627121823, ""min_weight_distance"": 2.661397515005847}, ""mlp.down_proj"": {""max_weight"": 0.7445949731681206, ""max_weight_position"": 44.96019761862122, ""min_weight"": 0.3722310038911986, ""min_weight_distance"": 6.127311768844733}}"
gams,69,tpe,37,0.009095561690628529,per layer,,"{""attn.o_proj.max_weight"": 1.0700394297630405, ""attn.o_proj.max_weight_position"": 38.049859710496776, ""attn.o_proj.min_weight"": 0.9476402166020039, ""attn.o_proj.min_weight_distance"": 16.123918143027915, ""direction_index"": 32.14897618112367, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.5241002020579364, ""mlp.down_proj.max_weight_position"": 46.87410696633696, ""mlp.down_proj.min_weight"": 0.10699303166677034, ""mlp.down_proj.min_weight_distance"": 7.535789464650109}","{""attn.o_proj"": {""max_weight"": 1.0700394297630405, ""max_weight_position"": 38.049859710496776, ""min_weight"": 1.0140123969933323, ""min_weight_distance"": 16.123918143027915}, ""mlp.down_proj"": {""max_weight"": 0.5241002020579364, ""max_weight_position"": 46.87410696633696, ""min_weight"": 0.05607506951534552, ""min_weight_distance"": 7.535789464650109}}"
gams,70,tpe,55,0.0075410110875964165,per layer,,"{""attn.o_proj.max_weight"": 1.0874406380258455, ""attn.o_proj.max_weight_position"": 39.046074043345136, ""attn.o_proj.min_weight"": 0.9571033154307494, ""attn.o_proj.min_weight_distance"": 14.161859456933843, ""direction_index"": 35.10199694333517, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.7062068607350344, ""mlp.down_proj.max_weight_position"": 45.34876141347939, ""mlp.down_proj.min_weight"": 0.23716184044895533, ""mlp.down_proj.min_weight_distance"": 6.153935296252862}","{""attn.o_proj"": {""max_weight"": 1.0874406380258455, ""max_weight_position"": 39.046074043345136, ""min_weight"": 1.0407930399886662, ""min_weight_distance"": 14.161859456933843}, ""mlp.down_proj"": {""max_weight"": 0.7062068607350344, ""max_weight_position"": 45.34876141347939, ""min_weight"": 0.16748531882959983, ""min_weight_distance"": 6.153935296252862}}"
gams,71,tpe,97,0.000842347159050405,global,37.822607648114584,"{""attn.o_proj.max_weight"": 0.9571860731683777, ""attn.o_proj.max_weight_position"": 46.020527892725774, ""attn.o_proj.min_weight"": 0.02403258682418692, ""attn.o_proj.min_weight_distance"": 5.7338397508978165, ""direction_index"": 37.822607648114584, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": -0.1771693081993121, ""mlp.down_proj.max_weight_position"": 37.60023303676391, ""mlp.down_proj.min_weight"": 0.8607945581012071, ""mlp.down_proj.min_weight_distance"": 4.766511100009815}","{""attn.o_proj"": {""max_weight"": 0.9571860731683777, ""max_weight_position"": 46.020527892725774, ""min_weight"": 0.023003657410321572, ""min_weight_distance"": 5.7338397508978165}, ""mlp.down_proj"": {""max_weight"": 0.0, ""max_weight_position"": 37.60023303676391, ""min_weight"": 0.0, ""min_weight_distance"": 4.766511100009815}}"
gams,72,tpe,29,0.15188339352607727,per layer,,"{""attn.o_proj.max_weight"": 1.3841746024659234, ""attn.o_proj.max_weight_position"": 33.60586093463302, ""attn.o_proj.min_weight"": 0.9675473865281179, ""attn.o_proj.min_weight_distance"": 17.441136057271002, ""direction_index"": 25.406200966061057, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.8258468112382618, ""mlp.down_proj.max_weight_position"": 35.67214698167511, ""mlp.down_proj.min_weight"": 0.7552741142365152, ""mlp.down_proj.min_weight_distance"": 22.222596952484768}","{""attn.o_proj"": {""max_weight"": 1.3841746024659234, ""max_weight_position"": 33.60586093463302, ""min_weight"": 1.3392545191145007, ""min_weight_distance"": 17.441136057271002}, ""mlp.down_proj"": {""max_weight"": 0.8258468112382618, ""max_weight_position"": 35.67214698167511, ""min_weight"": 0.6237407188530287, ""min_weight_distance"": 22.222596952484768}}"
gams,73,tpe,97,0.0011005733394995332,global,40.43225763412283,"{""attn.o_proj.max_weight"": 0.8522453250725381, ""attn.o_proj.max_weight_position"": 44.90955240571489, ""attn.o_proj.min_weight"": 0.17404894695213752, ""attn.o_proj.min_weight_distance"": 4.855736158830363, ""direction_index"": 40.43225763412283, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": -0.00822315557165157, ""mlp.down_proj.max_weight_position"": 41.66446044829044, ""mlp.down_proj.min_weight"": 0.8825056097425305, ""mlp.down_proj.min_weight_distance"": 7.989680375069842}","{""attn.o_proj"": {""max_weight"": 0.8522453250725381, ""max_weight_position"": 44.90955240571489, ""min_weight"": 0.1483324013737574, ""min_weight_distance"": 4.855736158830363}, ""mlp.down_proj"": {""max_weight"": 0.0, ""max_weight_position"": 41.66446044829044, ""min_weight"": 0.0, ""min_weight_distance"": 7.989680375069842}}"
gams,74,tpe,97,0.018345411866903305,global,25.789876242965043,"{""attn.o_proj.max_weight"": 1.3064267193398384, ""attn.o_proj.max_weight_position"": 33.69025040324085, ""attn.o_proj.min_weight"": 0.4256958758658015, ""attn.o_proj.min_weight_distance"": 10.207024980583338, ""direction_index"": 25.789876242965043, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 0.4672881362360331, ""mlp.down_proj.max_weight_position"": 28.294502267732945, ""mlp.down_proj.min_weight"": 0.8814980124043879, ""mlp.down_proj.min_weight_distance"": 23.598459714033716}","{""attn.o_proj"": {""max_weight"": 1.3064267193398384, ""max_weight_position"": 33.69025040324085, ""min_weight"": 0.5561404665438582, ""min_weight_distance"": 10.207024980583338}, ""mlp.down_proj"": {""max_weight"": 0.4672881362360331, ""max_weight_position"": 28.294502267732945, ""min_weight"": 0.411913563312214, ""min_weight_distance"": 23.598459714033716}}"
gams,75,tpe,64,0.04426049813628197,global,18.965991191118817,"{""attn.o_proj.max_weight"": 1.3616588645776788, ""attn.o_proj.max_weight_position"": 28.621826829292303, ""attn.o_proj.min_weight"": 0.9880757761824841, ""attn.o_proj.min_weight_distance"": 13.43304396942803, ""direction_index"": 18.965991191118817, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 0.8006169533803633, ""mlp.down_proj.max_weight_position"": 30.896505680307257, ""mlp.down_proj.min_weight"": 0.842151445917874, ""mlp.down_proj.min_weight_distance"": 21.994273749598293}","{""attn.o_proj"": {""max_weight"": 1.3616588645776788, ""max_weight_position"": 28.621826829292303, ""min_weight"": 1.34542213951335, ""min_weight_distance"": 13.43304396942803}, ""mlp.down_proj"": {""max_weight"": 0.8006169533803633, ""max_weight_position"": 30.896505680307257, ""min_weight"": 0.6742407249156361, ""min_weight_distance"": 21.994273749598293}}"
gams,76,tpe,91,0.0042065205052495,per layer,,"{""attn.o_proj.max_weight"": 1.0223237236155511, ""attn.o_proj.max_weight_position"": 37.33234185934802, ""attn.o_proj.min_weight"": 0.5278514718396978, ""attn.o_proj.min_weight_distance"": 5.3583709269239685, ""direction_index"": 28.64326583426352, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.8788254822825681, ""mlp.down_proj.max_weight_position"": 45.291863949020026, ""mlp.down_proj.min_weight"": 0.09174230350282407, ""mlp.down_proj.min_weight_distance"": 10.325779370089156}","{""attn.o_proj"": {""max_weight"": 1.0223237236155511, ""max_weight_position"": 37.33234185934802, ""min_weight"": 0.5396350822071091, ""min_weight_distance"": 5.3583709269239685}, ""mlp.down_proj"": {""max_weight"": 0.8788254822825681, ""max_weight_position"": 45.291863949020026, ""min_weight"": 0.0806254741215831, ""min_weight_distance"": 10.325779370089156}}"
gams,77,tpe,64,0.008092316798865795,per layer,,"{""attn.o_proj.max_weight"": 1.1646592293187334, ""attn.o_proj.max_weight_position"": 43.43642875197197, ""attn.o_proj.min_weight"": 0.8745802333370825, ""attn.o_proj.min_weight_distance"": 2.171530472769883, ""direction_index"": 27.00199562432939, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 1.1753957530770198, ""mlp.down_proj.max_weight_position"": 45.99522014224898, ""mlp.down_proj.min_weight"": 0.3960500571973759, ""mlp.down_proj.min_weight_distance"": 16.83533919883791}","{""attn.o_proj"": {""max_weight"": 1.1646592293187334, ""max_weight_position"": 43.43642875197197, ""min_weight"": 1.0185879405357645, ""min_weight_distance"": 2.171530472769883}, ""mlp.down_proj"": {""max_weight"": 1.1753957530770198, ""max_weight_position"": 45.99522014224898, ""min_weight"": 0.4655155552357064, ""min_weight_distance"": 16.83533919883791}}"
gams,78,tpe,87,0.008173700422048569,global,30.77866920515,"{""attn.o_proj.max_weight"": 1.1010153013337605, ""attn.o_proj.max_weight_position"": 33.82480398450045, ""attn.o_proj.min_weight"": 0.976626040372263, ""attn.o_proj.min_weight_distance"": 22.658517763397477, ""direction_index"": 30.77866920515, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 0.3271887600434135, ""mlp.down_proj.max_weight_position"": 44.33650064750816, ""mlp.down_proj.min_weight"": 0.14331503316062935, ""mlp.down_proj.min_weight_distance"": 2.328293749221798}","{""attn.o_proj"": {""max_weight"": 1.1010153013337605, ""max_weight_position"": 33.82480398450045, ""min_weight"": 1.0752802141308644, ""min_weight_distance"": 22.658517763397477}, ""mlp.down_proj"": {""max_weight"": 0.3271887600434135, ""max_weight_position"": 44.33650064750816, ""min_weight"": 0.04689106799540701, ""min_weight_distance"": 2.328293749221798}}"
gams,79,tpe,91,0.0033446839079260826,per layer,,"{""attn.o_proj.max_weight"": 0.9364594591533049, ""attn.o_proj.max_weight_position"": 39.99989842749194, ""attn.o_proj.min_weight"": 0.5828147976517472, ""attn.o_proj.min_weight_distance"": 12.545090178540148, ""direction_index"": 34.25183200848351, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.108070898882338, ""mlp.down_proj.max_weight_position"": 41.453967201204236, ""mlp.down_proj.min_weight"": 0.04314836282210126, ""mlp.down_proj.min_weight_distance"": 16.13774156765184}","{""attn.o_proj"": {""max_weight"": 0.9364594591533049, ""max_weight_position"": 39.99989842749194, ""min_weight"": 0.545782430195498, ""min_weight_distance"": 12.545090178540148}, ""mlp.down_proj"": {""max_weight"": 0.108070898882338, ""max_weight_position"": 41.453967201204236, ""min_weight"": 0.004663082355485738, ""min_weight_distance"": 16.13774156765184}}"
gams,80,tpe,43,0.009855512529611588,global,31.298073180908563,"{""attn.o_proj.max_weight"": 1.1754193720532398, ""attn.o_proj.max_weight_position"": 30.675213184608367, ""attn.o_proj.min_weight"": 0.7979052492607722, ""attn.o_proj.min_weight_distance"": 11.451780950916294, ""direction_index"": 31.298073180908563, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 0.39941756420903474, ""mlp.down_proj.max_weight_position"": 34.99794834769372, ""mlp.down_proj.min_weight"": 0.5332648844659071, ""mlp.down_proj.min_weight_distance"": 27.898788892762916}","{""attn.o_proj"": {""max_weight"": 1.1754193720532398, ""max_weight_position"": 30.675213184608367, ""min_weight"": 0.9378732870440807, ""min_weight_distance"": 11.451780950916294}, ""mlp.down_proj"": {""max_weight"": 0.39941756420903474, ""max_weight_position"": 34.99794834769372, ""min_weight"": 0.21299536123158497, ""min_weight_distance"": 27.898788892762916}}"
