id,location,draft_text,reported,recomputed,recomputed_ci,kind,dp,source,level,note,scorer_status,status,abs_delta,rel_delta,surfaces_quoting_value
E13.dose_x2_sl,strategy + body Exp13,2x late-layer dose SL 0.92,0.92,0.9166666666666666,,rate,2,exp13/results/per_item.csv,RECOMPUTED_FROM_PER_ITEM,,SUBSTITUTE_SCORER_UNCERTIFIED (exp13 SL gate 0.744),PASS,0.0033333333333334103,-0.0036231884057971848,"['figures', 'body']"
E13.best_hi_en,body Exp13,layers 16-31 EN 0.07,0.07,0.06779661016949153,,rate,2,exp13/results/per_item.csv,RECOMPUTED_FROM_PER_ITEM,,CERTIFIED_OR_NOT_SCORER_DEPENDENT,PASS,0.0022033898305084815,-0.031476997578692587,"['figures', 'body']"
E13.best_hi_sl,body Exp13,layers 16-31 SL 0.27,0.27,0.26666666666666666,,rate,2,exp13/results/per_item.csv,RECOMPUTED_FROM_PER_ITEM,,SUBSTITUTE_SCORER_UNCERTIFIED (exp13 SL gate 0.744),PASS,0.003333333333333355,-0.012345679012345758,['body']
E13.best_lo_en,body Exp13,layers 33-48 EN 0.92,0.92,0.9152542372881356,,rate,2,exp13/results/per_item.csv,RECOMPUTED_FROM_PER_ITEM,,CERTIFIED_OR_NOT_SCORER_DEPENDENT,PASS,0.004745762711864443,-0.005158437730287437,"['figures', 'body']"
E13.best_lo_sl,body Exp13,layers 33-48 SL 0.92,0.92,0.9166666666666666,,rate,2,exp13/results/per_item.csv,RECOMPUTED_FROM_PER_ITEM,,SUBSTITUTE_SCORER_UNCERTIFIED (exp13 SL gate 0.744),PASS,0.0033333333333334103,-0.0036231884057971848,"['figures', 'body']"
E13.controls_en,body Exp13,controls within +-0.03 of no-op (EN),0.03,0.033333333333333326,,le,3,exp13/results/per_item.csv,RECOMPUTED_FROM_PER_ITEM,,CERTIFIED_OR_NOT_SCORER_DEPENDENT,PASS,,,"['figures', 'body']"
E13.controls_sl,body Exp13,controls within +-0.03 of no-op (SL),0.03,0.01666666666666672,,le,3,exp13/results/per_item.csv,RECOMPUTED_FROM_PER_ITEM,,SUBSTITUTE_SCORER_UNCERTIFIED (exp13 SL gate 0.744),PASS,,,"['figures', 'body']"
E13.argmax_en,abstract + body Exp13 + fig_write_profile,profile peaks at layer 19 (EN),19.0,19.0,,count,3,exp13/configs/frozen_predictions.json,RECOMPUTED_FROM_PER_ITEM,,CERTIFIED_OR_NOT_SCORER_DEPENDENT,PASS,0.0,0.0,"['abstract', 'summary', 'figures', 'body', 'conclusion']"
E13.argmax_sl,body Exp13 + fig_write_profile,layer 16 (SL),16.0,16.0,,count,3,exp13/configs/frozen_predictions.json,RECOMPUTED_FROM_PER_ITEM,,SUBSTITUTE_SCORER_UNCERTIFIED (exp13 SL gate 0.744),PASS,0.0,0.0,"['summary', 'figures', 'body', 'conclusion']"
E13.profile_spearman,body Exp13 + fig_write_profile,Spearman between EN and SL profiles 0.588,0.588,0.5881203570944621,,rate,3,exp13/configs/frozen_predictions.json,RECOMPUTED_FROM_PER_ITEM,,CERTIFIED_OR_NOT_SCORER_DEPENDENT,PASS,0.00012035709446212017,0.00020468893616006835,"['figures', 'body']"
E13.qwen_matched,strategy + body Exp13 (9/9),9/9 favour high-O,9.0,9.0,,count,3,exp13/results/per_item.csv (Qwen3-8B),RECOMPUTED_FROM_PER_ITEM,,CERTIFIED_OR_NOT_SCORER_DEPENDENT,PASS,0.0,0.0,"['figures', 'body', 'conclusion']"
E13.qwen_ci_excl,exp13 summary / strategy ('8/9 CIs exclude 0'),8/9 CIs exclude 0,8.0,8.0,,count_soft,3,exp13/results/per_item.csv (Qwen3-8B),RECOMPUTED_FROM_PER_ITEM,"borderline: one contrast's CI upper bound sits at ~0, so the count depends on the bootstrap seed; report 8-9/9",CERTIFIED_OR_NOT_SCORER_DEPENDENT,PASS,0.0,0.0,"['summary', 'figures', 'body']"
E13.dR2_sl,"body Exp13 ('In the SL model, dR2 = 0.052')",SL dR2 0.052,0.052,0.055476351011849334,,rate,3,exp13/results/analysis.json,SUMMARY_FILE_MATCH,,SUBSTITUTE_SCORER_UNCERTIFIED (exp13 SL gate 0.744),FAIL,0.0034763510118493365,0.0668529040740257,['body']
E13.split_half_en,body Exp13,split-half EN 0.84,0.84,0.841545560309125,,rate,2,exp13/results/analysis.json,SUMMARY_FILE_MATCH,,CERTIFIED_OR_NOT_SCORER_DEPENDENT,PASS,0.0015455603091250047,0.001839952748958339,['body']
E13.split_half_sl,body Exp13,split-half SL 0.51,0.51,0.5124478791657866,,rate,2,exp13/results/analysis.json,SUMMARY_FILE_MATCH,,SUBSTITUTE_SCORER_UNCERTIFIED (exp13 SL gate 0.744),PASS,0.002447879165786593,0.0047997630701697895,['body']
E14.split_half_en,body Exp14,split-half EN 0.812,0.812,0.8116184926946651,,rate,3,exp14/configs/frozen_predictions.json,SUMMARY_FILE_MATCH,,CERTIFIED_OR_NOT_SCORER_DEPENDENT,PASS,0.00038150730533492716,-0.0004698365829247871,['body']
E14.split_half_sl,body Exp14,split-half SL 0.312,0.312,0.3124042770670248,,rate,3,exp14/configs/frozen_predictions.json,SUMMARY_FILE_MATCH,,CERTIFIED_OR_NOT_SCORER_DEPENDENT,PASS,0.00040427706702478305,0.001295759830207638,"['figures', 'body']"
E14.dR2_O,body Exp14,incremental R2 of O over log-energy 0.580,0.58,0.5797352246668095,,rate,3,exp14/results/analysis_summary.json,SUMMARY_FILE_MATCH,,CERTIFIED_OR_NOT_SCORER_DEPENDENT,PASS,0.0002647753331904701,-0.0004565091951559829,"['figures', 'body', 'conclusion']"
E14.loo_dR2_O,abstract + body Exp14,LOO 0.594,0.594,0.5938902497905318,,rate,3,exp14/results/analysis_summary.json,SUMMARY_FILE_MATCH,,CERTIFIED_OR_NOT_SCORER_DEPENDENT,PASS,0.00010975020946812908,-0.00018476466240425772,['body']
E14.loo_band4,abstract + body Exp14,O_band4 LOO dR2 0.845,0.845,0.8446593189429387,,rate,3,exp14/results/analysis_summary.json,SUMMARY_FILE_MATCH,,CERTIFIED_OR_NOT_SCORER_DEPENDENT,PASS,0.00034068105706130947,-0.0004031728485932657,['body']
E14.loo_cos,abstract + body Exp14,O_cos 0.834,0.834,0.8339726552791689,,rate,3,exp14/results/analysis_summary.json,SUMMARY_FILE_MATCH,,CERTIFIED_OR_NOT_SCORER_DEPENDENT,PASS,2.7344720831101732e-05,-3.278743504928265e-05,['body']
E14.argmax,abstract + body Exp14 + fig_gams3_profile,GaMS3 profile peaks at layer 27,27.0,27.0,,count,3,exp14/configs/frozen_predictions.json,SUMMARY_FILE_MATCH,,CERTIFIED_OR_NOT_SCORER_DEPENDENT,PASS,0.0,0.0,"['abstract', 'summary', 'figures', 'body', 'conclusion']"
ABS.qwen_spearman_above_083,abstract + summary,orders outcomes at Spearman above 0.83 ... in an out-of-family Qwen3-8B,0.83,0.7589709258986453,,ge,3,exp13/results/analysis.json,SUMMARY_FILE_MATCH,"Qwen3-8B EN Spearman is -0.76, below 0.83",CERTIFIED_OR_NOT_SCORER_DEPENDENT,FAIL,,,"['abstract', 'summary', 'figures', 'body', 'conclusion']"
E14.spearman,strategy + abstract + body Exp14 + conclusion,Spearman -0.903,-0.903,-0.9032031082382121,"[-0.964876620520998, -0.7338420367398425]",rate,3,exp14/results/per_item.parquet + cells.csv O_sl,RECOMPUTED_FROM_PER_ITEM,,CERTIFIED_OR_NOT_SCORER_DEPENDENT,PASS,0.0002031082382121241,-0.0002249260666800931,['body']
E14.controls,strategy + body Exp14,all six controls null |dSL|<=0.03,0.03,0.02857142857142858,,le,3,exp14/results/per_item.parquet,RECOMPUTED_FROM_PER_ITEM,,CERTIFIED_OR_NOT_SCORER_DEPENDENT,PASS,,,"['figures', 'body']"
E14.noop,summary,no-op 0.957,0.957,0.9571428571428572,,rate,3,exp14/results/per_item.parquet,RECOMPUTED_FROM_PER_ITEM,,CERTIFIED_OR_NOT_SCORER_DEPENDENT,PASS,0.00014285714285722229,0.00014927601134505987,[]
E14.B2_E3,body Exp14 + fig_gams3_profile,B2 0.30 at E3,0.3,0.3,,rate,2,exp14/results/per_item.parquet,RECOMPUTED_FROM_PER_ITEM,,CERTIFIED_OR_NOT_SCORER_DEPENDENT,PASS,0.0,0.0,"['figures', 'body']"
E14.B3_E3,body Exp14 + fig_gams3_profile,B3 0.53 at E3,0.53,0.5285714285714286,,rate,2,exp14/results/per_item.parquet,RECOMPUTED_FROM_PER_ITEM,,CERTIFIED_OR_NOT_SCORER_DEPENDENT,PASS,0.0014285714285714457,-0.0026954177897574446,"['figures', 'body']"
E14.B1_E3_fig,fig_gams3_profile,B1=0.95 (bar chart at E3),0.95,0.9714285714285714,,rate,2,exp14/results/per_item.parquet,RECOMPUTED_FROM_PER_ITEM,,CERTIFIED_OR_NOT_SCORER_DEPENDENT,FAIL,0.021428571428571463,0.022556390977443646,"['figures', 'body']"
E14.B4_E3_fig,fig_gams3_profile,B4=0.92 (bar chart at E3),0.92,0.9428571428571428,,rate,2,exp14/results/per_item.parquet,RECOMPUTED_FROM_PER_ITEM,,CERTIFIED_OR_NOT_SCORER_DEPENDENT,FAIL,0.022857142857142798,0.024844720496894346,"['figures', 'body']"
E14.dose_ship,body Exp14 ('EN -0.186'),EN -0.186 (dose at fixed placement),-0.186,-0.2,,rate,3,exp14/results/per_item.parquet,RECOMPUTED_FROM_PER_ITEM,-0.186 is the SLOVENE value (-0.186); the draft labels it EN,SUBSTITUTE_SCORER_UNCERTIFIED (exp14 EN gate 0.721) - value as labelled in draft,FAIL,0.014000000000000012,-0.07526881720430115,['body']
E14.dose_swap,body Exp14 ('SL -0.157'),SL -0.157,-0.157,-0.15714285714285714,,rate,3,exp14/results/per_item.parquet,RECOMPUTED_FROM_PER_ITEM,,CERTIFIED_OR_NOT_SCORER_DEPENDENT,PASS,0.00014285714285713902,-0.0009099181073703122,['body']
E14.place_high,body Exp14 ('EN -0.029'),EN -0.029 (placement at fixed dose),-0.029,-0.04285714285714286,,rate,3,exp14/results/per_item.parquet,RECOMPUTED_FROM_PER_ITEM,-0.029 is the SLOVENE value (-0.029); the draft labels it EN,SUBSTITUTE_SCORER_UNCERTIFIED (exp14 EN gate 0.721) - value as labelled in draft,FAIL,0.013857142857142856,-0.47783251231527085,['body']
E14.place_low,body Exp14 ('SL 0.000'),SL 0.000,0.0,0.0,,rate,3,exp14/results/per_item.parquet,RECOMPUTED_FROM_PER_ITEM,,CERTIFIED_OR_NOT_SCORER_DEPENDENT,PASS,0.0,,"['abstract', 'summary', 'figures', 'body', 'conclusion']"
E14.en_predicts_sl,body Exp13 (attributed to exp13) ,EN outcome predicts SL at rho 0.945,0.945,0.9447630562810594,,rate,3,exp14/results/per_item.parquet,RECOMPUTED_FROM_PER_ITEM,"this number belongs to exp14 (GaMS3), the draft places it under exp13 (Gemma)",CERTIFIED_OR_NOT_SCORER_DEPENDENT,PASS,0.0002369437189405632,-0.0002507340941169981,['body']
E5.T1.gams|edit|en,iteration-2 Experiment 5 T1 (summary),gams|edit|en refused 0.056,0.056,0.05555555555555555,,rate,3,exp5/results/judged_generations.jsonl,RECOMPUTED_FROM_PER_ITEM,,PARTIAL_COVERAGE (gpt-4.1 on random ~52%),PASS,0.0004444444444444487,-0.007936507936508012,['body']
E5.T1.gams|edit|sl,iteration-2 Experiment 5 T1 (summary),gams|edit|sl refused 0.067,0.067,0.06666666666666667,,rate,3,exp5/results/judged_generations.jsonl,RECOMPUTED_FROM_PER_ITEM,,PARTIAL_COVERAGE (gpt-4.1 on random ~52%),PASS,0.00033333333333333826,-0.0049751243781095255,[]
E5.T1.gemma|edit|en,iteration-2 Experiment 5 T1 (summary),gemma|edit|en refused 0.703,0.703,0.7033898305084746,,rate,3,exp5/results/judged_generations.jsonl,RECOMPUTED_FROM_PER_ITEM,,PARTIAL_COVERAGE (gpt-4.1 on random ~52%),PASS,0.0003898305084746312,0.0005545241941317656,[]
E5.T1.gemma|edit|sl,iteration-2 Experiment 5 T1 (summary),gemma|edit|sl refused 0.953,0.953,0.9533333333333334,,rate,3,exp5/results/judged_generations.jsonl,RECOMPUTED_FROM_PER_ITEM,,PARTIAL_COVERAGE (gpt-4.1 on random ~52%),PASS,0.00033333333333340764,0.00034977264777902165,[]
EV2.quant_gap_bf16,body Eval2 + conclusion,bf16 gap +0.60,0.6,0.6,,rate,2,eval2/results/quant_confound.json,SUMMARY_FILE_MATCH,,PARTIAL_COVERAGE (20 pairs),PASS,0.0,0.0,"['figures', 'body', 'conclusion']"
EV2.quant_gap_nf4,body Eval2 + conclusion,NF4 gap +0.45,0.45,0.45,,rate,2,eval2/results/quant_confound.json,SUMMARY_FILE_MATCH,,PARTIAL_COVERAGE (20 pairs),PASS,0.0,0.0,"['body', 'conclusion']"
ABS.quant_direction,abstract vs body,abstract: 'bf16 attenuates the gap by 0.15'; body: 'NF4 attenuates',1.0,0.0,,describe,3,eval2/results/quant_confound.json,CROSS_SURFACE,bf16 gap (+0.60) > NF4 gap (+0.45): NF4 attenuates; the abstract states the reverse,CERTIFIED_OR_NOT_SCORER_DEPENDENT,FAIL,,,[]
FIG.dose_response_metric,fig_dose_response,marker refusal rate as the plotted outcome,1.0,0.0,,describe,3,exp5/results/analysis/tables.md T12,METHOD_NORM,"plots substring keyword refusal, which the field treats as invalid for ASR/refusal; the same table carries R_seq and no judged rate - replace or relabel as 'keyword proxy'",CERTIFIED_OR_NOT_SCORER_DEPENDENT,FAIL,,,[]
FIG.dose_response_kl,fig_dose_response,KL divergence reaches 0.82 at f=3.0,0.82,0.8228,,rate,2,exp5/results/analysis/tables.md T12,SUMMARY_FILE_MATCH,0.8228 is the SL KL; the EN KL at f=3 is 0.0000 - the caption must say Slovene,CERTIFIED_OR_NOT_SCORER_DEPENDENT,PASS,0.0028000000000000247,0.0034146341463414938,"['figures', 'body']"
