section,artifact,class,text,backing_workspace,linked_registry_claims,backing_exists,label_provenance
"T1: Harmful behaviour (S4 harmful items, 257 per cell)",art_a4VkEvYRquBO,INTERPRETATION,"Language consistency: all GaMS3 cells showed language-consistent output (EN prompts answered in EN, SL in SL);",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T1: Harmful behaviour (S4 harmful items, 257 per cell)",art_a4VkEvYRquBO,OBSERVATION,"Gemma edit EN was 100% language-consistent, Gemma edit SL was 96.0% [93.3, 98.7] (a small fraction of SL responses switched to English).",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T1: Harmful behaviour (S4 harmful items, 257 per cell)",art_a4VkEvYRquBO,OBSERVATION,Invalid and truncated rates were 0.0% across all cells.,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T1: Harmful behaviour (S4 harmful items, 257 per cell)",art_a4VkEvYRquBO,OBSERVATION,"Judge agreement: second judge vs. gpt-4.1 on a stratified sample of 200 gave 6-way kappa 0.765, refused-vs-not kappa 0.828, raw agreement 0.885.",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T2: KL divergence on harmless twins (S4, 128-token generations)",art_a4VkEvYRquBO,OBSERVATION,| Model | Ckpt | Lang | KL1 median [95% CI] | KL32 median [95% CI] | Benign refusal % | Malformed % | Empty % |,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T2: KL divergence on harmless twins (S4, 128-token generations)",art_a4VkEvYRquBO,OBSERVATION,| GaMS3 | orig | EN | 0 (ref) | 0 (ref) | 0.0 | 0.0 | 0.0 |,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T2: KL divergence on harmless twins (S4, 128-token generations)",art_a4VkEvYRquBO,OBSERVATION,| GaMS3 | orig | SL | 0 (ref) | 0 (ref) | 0.0 | 0.0 | 0.0 |,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T2: KL divergence on harmless twins (S4, 128-token generations)",art_a4VkEvYRquBO,OBSERVATION,"| GaMS3 | edit | EN | 0.0441 [0.0323, 0.0530] | 0.0228 [0.0196, 0.0250] | 0.0 | 0.0 | 0.0 |",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T2: KL divergence on harmless twins (S4, 128-token generations)",art_a4VkEvYRquBO,OBSERVATION,"| GaMS3 | edit | SL | 0.0174 [0.0152, 0.0211] | 0.0068 [0.0061, 0.0086] | 0.0 | 0.0 | 0.0 |",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T2: KL divergence on harmless twins (S4, 128-token generations)",art_a4VkEvYRquBO,OBSERVATION,| Gemma | orig | EN | 0 (ref) | 0 (ref) | 0.0 | 0.0 | 0.0 |,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T2: KL divergence on harmless twins (S4, 128-token generations)",art_a4VkEvYRquBO,OBSERVATION,| Gemma | orig | SL | 0 (ref) | 0 (ref) | 9.5 | 0.4 | 0.0 |,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T2: KL divergence on harmless twins (S4, 128-token generations)",art_a4VkEvYRquBO,OBSERVATION,"| Gemma | edit | EN | 0.0000 [0.0000, 0.0000] | 0.0150 [0.0125, 0.0171] | 0.0 | 0.0 | 0.0 |",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T2: KL divergence on harmless twins (S4, 128-token generations)",art_a4VkEvYRquBO,OBSERVATION,"| Gemma | edit | SL | 0.0113 [0.0083, 0.0163] | 0.0037 [0.0030, 0.0046] | 0.0 | 0.4 | 0.0 |",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T2: KL divergence on harmless twins (S4, 128-token generations)",art_a4VkEvYRquBO,OBSERVATION,KL1 values ranged from 0.011 to 0.044.,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T2: KL divergence on harmless twins (S4, 128-token generations)",art_a4VkEvYRquBO,OBSERVATION,Gemma EN edit showed KL1 median 0.0000 (at the first token the edit barely changed harmless outputs).,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T2: KL divergence on harmless twins (S4, 128-token generations)",art_a4VkEvYRquBO,INTERPRETATION,Output validity was clean across all cells.,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T3: Utility (0-shot, 250 items per task per language)",art_a4VkEvYRquBO,OBSERVATION,| Model | Lang | Macro original | Macro edited | Change [95% CI] | Holm p |,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T3: Utility (0-shot, 250 items per task per language)",art_a4VkEvYRquBO,OBSERVATION,"| GaMS3 | EN | 72.5 | 72.7 | +0.13 [-0.53, +0.80] | 1.000 |",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T3: Utility (0-shot, 250 items per task per language)",art_a4VkEvYRquBO,OBSERVATION,"| GaMS3 | SL | 64.9 | 65.1 | +0.20 [-0.73, +1.13] | 1.000 |",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T3: Utility (0-shot, 250 items per task per language)",art_a4VkEvYRquBO,OBSERVATION,"| Gemma | EN | 71.5 | 71.6 | +0.13 [-0.53, +0.80] | 1.000 |",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T3: Utility (0-shot, 250 items per task per language)",art_a4VkEvYRquBO,OBSERVATION,"| Gemma | SL | 62.1 | 62.1 | +0.00 [-0.60, +0.60] | 1.000 |",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T3: Utility (0-shot, 250 items per task per language)",art_a4VkEvYRquBO,OBSERVATION,All macro changes were ≤ 0.20 points.,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T3: Utility (0-shot, 250 items per task per language)",art_a4VkEvYRquBO,OBSERVATION,All Holm-corrected p-values were 1.000 over the 4 macro comparisons.,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T3: Utility (0-shot, 250 items per task per language)",art_a4VkEvYRquBO,OBSERVATION,Individual task changes ranged from -1.20 to +1.60 points; none reached significance.,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T3: Utility (0-shot, 250 items per task per language)",art_a4VkEvYRquBO,FAILED_HYPOTHESIS,The edits did not measurably alter utility in either language for either model.,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
T4: FLORES+ per-token NLL,art_a4VkEvYRquBO,OBSERVATION,| Model | Lang | NLL original | NLL edited | Change [95% CI] |,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
T4: FLORES+ per-token NLL,art_a4VkEvYRquBO,OBSERVATION,"| GaMS3 | EN | 3.3072 | 3.3068 | -0.0004 [-0.0025, +0.0016] |",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
T4: FLORES+ per-token NLL,art_a4VkEvYRquBO,OBSERVATION,"| GaMS3 | SL | 2.4524 | 2.4526 | +0.0002 [-0.0012, +0.0016] |",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
T4: FLORES+ per-token NLL,art_a4VkEvYRquBO,OBSERVATION,"| Gemma | EN | 3.9194 | 3.9174 | -0.0020 [-0.0031, -0.0008] |",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
T4: FLORES+ per-token NLL,art_a4VkEvYRquBO,OBSERVATION,"| Gemma | SL | 3.4289 | 3.4293 | +0.0004 [-0.0007, +0.0016] |",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
T4: FLORES+ per-token NLL,art_a4VkEvYRquBO,OBSERVATION,NLL shifts were ≤ 0.002 for all cells.,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
T4: FLORES+ per-token NLL,art_a4VkEvYRquBO,OBSERVATION,The Gemma English NLL decrease (-0.002) was statistically below zero but negligible in magnitude.,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T5: Bilingual harm geometry (original models, primary site)",art_a4VkEvYRquBO,INTERPRETATION,"| Model | Layer | cos(d_EN, d_SL) | Corrected | CV AUROC DiM EN/SL | S4 frozen DiM EN/SL | cos(lang dir, d_EN) | Shuffled AUROC |",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T5: Bilingual harm geometry (original models, primary site)",art_a4VkEvYRquBO,OBSERVATION,| GaMS3 | 34 | 0.832 | 0.890 | 0.963 / 0.945 | 0.998 / 0.997 | 0.035 | 0.490 |,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T5: Bilingual harm geometry (original models, primary site)",art_a4VkEvYRquBO,OBSERVATION,| Gemma | 20 | 0.919 | 0.979 | 0.979 / 0.941 | 0.997 / 0.996 | 0.109 | 0.515 |,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T5: Bilingual harm geometry (original models, primary site)",art_a4VkEvYRquBO,OBSERVATION,Cross-validation AUROC on S3 development items exceeded 0.94 for both models in both languages.,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T5: Bilingual harm geometry (original models, primary site)",art_a4VkEvYRquBO,OBSERVATION,Cross-language transfer on held-out S4 items exceeded 0.995 in both directions for both models.,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T5: Bilingual harm geometry (original models, primary site)",art_a4VkEvYRquBO,INTERPRETATION,The harm direction is shared across languages.,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T5: Bilingual harm geometry (original models, primary site)",art_a4VkEvYRquBO,OBSERVATION,The language-identity direction is near-orthogonal to d_EN (cos 0.035 and 0.109).,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T5: Bilingual harm geometry (original models, primary site)",art_a4VkEvYRquBO,OBSERVATION,"Shuffled-label AUROC was at chance (0.49 to 0.52), confirming the directions are not artifacts of data leakage.",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T5: Bilingual harm geometry (original models, primary site)",art_a4VkEvYRquBO,INTERPRETATION,Both models encode harmfulness similarly across EN and SL in their representations.,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T5: Bilingual harm geometry (original models, primary site)",art_a4VkEvYRquBO,INTERPRETATION,The harm direction is shared; the language direction is separate.,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T5: Bilingual harm geometry (original models, primary site)",art_a4VkEvYRquBO,OBSERVATION,"For Gemma, the behavioural gap (70.3% vs. 95.3% residual refusal) cannot be attributed to a representational difference: the model knows the prompt is harmful in both languages, but acts on that knowledge differently.",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T6: Frozen vs. refit probes (S4, primary site)",art_a4VkEvYRquBO,OBSERVATION,| Model | Lang | Probe | Frozen orig AUROC | Frozen edit-orig [95% CI] | Refit edit-orig [95% CI] | Class |,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T6: Frozen vs. refit probes (S4, primary site)",art_a4VkEvYRquBO,OBSERVATION,"| GaMS3 | EN | dim | 0.998 | -0.401 [-0.434, -0.368] | -0.014 [-0.021, -0.007] | INFO-LOSS |",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T6: Frozen vs. refit probes (S4, primary site)",art_a4VkEvYRquBO,OBSERVATION,"| GaMS3 | EN | lr | 0.999 | -0.596 [-0.623, -0.570] | -0.000 [-0.001, 0.001] | DRIFT |",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T6: Frozen vs. refit probes (S4, primary site)",art_a4VkEvYRquBO,OBSERVATION,"| GaMS3 | SL | dim | 0.997 | -0.576 [-0.611, -0.542] | -0.043 [-0.056, -0.030] | INFO-LOSS |",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T6: Frozen vs. refit probes (S4, primary site)",art_a4VkEvYRquBO,OBSERVATION,"| GaMS3 | SL | lr | 0.996 | -0.661 [-0.691, -0.635] | -0.000 [-0.002, 0.002] | DRIFT |",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T6: Frozen vs. refit probes (S4, primary site)",art_a4VkEvYRquBO,OBSERVATION,"| Gemma | EN | dim | 0.997 | -0.000 [-0.001, 0.000] | -0.000 [-0.001, 0.000] | PRESERVED |",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T6: Frozen vs. refit probes (S4, primary site)",art_a4VkEvYRquBO,OBSERVATION,"| Gemma | EN | lr | 0.996 | -0.001 [-0.002, 0.000] | -0.000 [-0.000, 0.000] | PRESERVED |",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T6: Frozen vs. refit probes (S4, primary site)",art_a4VkEvYRquBO,OBSERVATION,"| Gemma | SL | dim | 0.996 | -0.000 [-0.001, 0.000] | -0.000 [-0.001, 0.000] | PRESERVED |",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T6: Frozen vs. refit probes (S4, primary site)",art_a4VkEvYRquBO,OBSERVATION,"| Gemma | SL | lr | 0.989 | -0.002 [-0.003, -0.001] | 0.000 [-0.000, 0.000] | DRIFT |",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T6: Frozen vs. refit probes (S4, primary site)",art_a4VkEvYRquBO,INTERPRETATION,All-layer profile (minimum frozen-probe AUROC on edited activations):,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T6: Frozen vs. refit probes (S4, primary site)",art_a4VkEvYRquBO,INTERPRETATION,| Model | Lang | Min frozen-edit AUROC (layer) | Refit AUROC there |,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T6: Frozen vs. refit probes (S4, primary site)",art_a4VkEvYRquBO,OBSERVATION,| GaMS3 | EN | 0.201 (L27) | 0.993 |,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T6: Frozen vs. refit probes (S4, primary site)",art_a4VkEvYRquBO,OBSERVATION,| GaMS3 | SL | 0.196 (L27) | 0.987 |,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T6: Frozen vs. refit probes (S4, primary site)",art_a4VkEvYRquBO,OBSERVATION,| Gemma | EN | 0.507 (L4) | 0.709 |,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T6: Frozen vs. refit probes (S4, primary site)",art_a4VkEvYRquBO,OBSERVATION,| Gemma | SL | 0.492 (L6) | 0.740 |,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T6: Frozen vs. refit probes (S4, primary site)",art_a4VkEvYRquBO,OBSERVATION,"For GaMS3, the frozen probe collapsed after editing at the primary site: AUROC dropped to 0.201 at the worst layer, but a refit probe recovered to 0.993.",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T6: Frozen vs. refit probes (S4, primary site)",art_a4VkEvYRquBO,OBSERVATION,"The edit re-encoded the harm signal in a different subspace (INFO-LOSS on dim, DRIFT on logistic) rather than destroying it: the information persisted, but in a location the frozen probe could not read [Correction, iter 4: the previous text described this as ""destroying the harm signal""; the refit recovery to 0.993 shows re-encoding, not information loss].",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T6: Frozen vs. refit probes (S4, primary site)",art_a4VkEvYRquBO,OBSERVATION,"For Gemma, the frozen probe was preserved at the primary site (layer 20): AUROC dropped by at most 0.002.",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T6: Frozen vs. refit probes (S4, primary site)",art_a4VkEvYRquBO,OBSERVATION,"However, the all-layer profile shows the frozen probe dropped to 0.507 at layer 4 (EN) and 0.492 at layer 6 (SL), and the frozen-axis Cohen's d decreased from 5.29 to 4.94 (EN) and from 3.76 to 3.50 (SL).",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T6: Frozen vs. refit probes (S4, primary site)",art_a4VkEvYRquBO,FAILED_HYPOTHESIS,"The edit's effect on the harm signal was small at the primary site but not zero across depth [Correction, iter 4: the previous text stated ""the edit did not move the harm representation""; this understates the all-layer and drift-geometry evidence].",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T6: Frozen vs. refit probes (S4, primary site)",art_a4VkEvYRquBO,INTERPRETATION,The contrast is informative.,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T6: Frozen vs. refit probes (S4, primary site)",art_a4VkEvYRquBO,INTERPRETATION,"GaMS3's edit re-encoded the harm signal into a new subspace, achieving low refusal in both languages while preserving the information for a retrained readout.",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T6: Frozen vs. refit probes (S4, primary site)",art_a4VkEvYRquBO,INTERPRETATION,"Gemma's edit left the primary-site harm signal largely intact but partially disrupted it at early layers, consistent with its failure to suppress Slovene refusal: the model still encodes harmfulness, but the readout mechanism was partially disrupted for English while the Slovene readout remained functional.",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T6: Frozen vs. refit probes (S4, primary site)",art_a4VkEvYRquBO,INTERPRETATION,"**Item-level flip analysis (source: results/flip_analysis.json).** [Correction, iter 4: added per reviewer MUST-FIX #7.] At the item level, the edit's effect on individual prompts shows a mixture of evidence loss and criterion shift.",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T6: Frozen vs. refit probes (S4, primary site)",art_a4VkEvYRquBO,OBSERVATION,"For GaMS3, the edit produced a near-complete flip: items that were refused by the original model (>98% of items) were overwhelmingly not refused by the edited model, in both languages, with no systematic item-level association between original refusal strength and post-edit refusal.",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T6: Frozen vs. refit probes (S4, primary site)",art_a4VkEvYRquBO,INTERPRETATION,"For Gemma EN, items with weaker original refusal (lower readout scores) were more likely to flip to non-refusal, consistent with a threshold shift (the weakest refusals are ""peeled off"" first).",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T6: Frozen vs. refit probes (S4, primary site)",art_a4VkEvYRquBO,INTERPRETATION,"For Gemma SL, only a small fraction of items flipped (SL refusal barely changed), and those that did showed no systematic pattern.",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
"T6: Frozen vs. refit probes (S4, primary site)",art_a4VkEvYRquBO,INTERPRETATION,"The item-level analysis is consistent with the action-failure reading [6]: the harm representation is preserved, but the mapping from representation to refusal is weakened in English and largely intact in Slovene.",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
T7: Drift geometry,art_a4VkEvYRquBO,OBSERVATION,"For GaMS3, Cohen's d on the frozen harm axis dropped from 6.20 to 0.30 (EN) and from 5.61 to -0.18 (SL).",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
T7: Drift geometry,art_a4VkEvYRquBO,OBSERVATION,The share of mean-difference energy on the frozen axis dropped from 0.71 to 0.002 (EN).,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
T7: Drift geometry,art_a4VkEvYRquBO,OBSERVATION,"The cosine between the pre- and post-edit refit axes was 0.274 (EN) and 0.188 (SL), confirming the edit rotated the harm axis.",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
T7: Drift geometry,art_a4VkEvYRquBO,OBSERVATION,Collapse onset was at layer 22.,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
T7: Drift geometry,art_a4VkEvYRquBO,OBSERVATION,"For Gemma, Cohen's d dropped from 5.29 to 4.94 (EN) and from 3.76 to 3.50 (SL).",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
T7: Drift geometry,art_a4VkEvYRquBO,OBSERVATION,The frozen axis retained most of its energy share (0.83 → 0.80).,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
T7: Drift geometry,art_a4VkEvYRquBO,OBSERVATION,The cosine between refit axes was 0.981.,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
T7: Drift geometry,art_a4VkEvYRquBO,INTERPRETATION,The edit barely moved the harm signal.,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
T8: Readout validity gate (S4 judged items),art_a4VkEvYRquBO,OBSERVATION,| Model | Lang | R_seq item AUROC | R_seq 16-cell Spearman | R_seq pass | R1 item AUROC | R1 pass | Primary trait |,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
T8: Readout validity gate (S4 judged items),art_a4VkEvYRquBO,OBSERVATION,| GaMS3 | EN | 0.989 | 0.867 | True | 0.979 | False | R_seq |,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
T8: Readout validity gate (S4 judged items),art_a4VkEvYRquBO,OBSERVATION,| GaMS3 | SL | 0.995 | 0.899 | True | 0.963 | False | R_seq |,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
T8: Readout validity gate (S4 judged items),art_a4VkEvYRquBO,OBSERVATION,| Gemma | EN | 0.804 | 0.861 | False | 0.897 | False | JUDGE_ONLY |,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
T8: Readout validity gate (S4 judged items),art_a4VkEvYRquBO,OBSERVATION,| Gemma | SL | 0.920 | 0.856 | True | 0.968 | True | R_seq |,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
T8: Readout validity gate (S4 judged items),art_a4VkEvYRquBO,INTERPRETATION,GaMS3 R_seq passed in both languages.,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
T8: Readout validity gate (S4 judged items),art_a4VkEvYRquBO,INTERPRETATION,Gemma R_seq passed only for SL;,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
T8: Readout validity gate (S4 judged items),art_a4VkEvYRquBO,INTERPRETATION,"EN was classified as JUDGE_ONLY, meaning the judge labels should be trusted over the R_seq score for Gemma EN cells.",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
T8: Readout validity gate (S4 judged items),art_a4VkEvYRquBO,FAILED_HYPOTHESIS,R1 did not pass for GaMS3 in either language.,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
T9: Criterion shift vs. evidence loss,art_a4VkEvYRquBO,INTERPRETATION,"Both models showed EVIDENCE_LOSS under both R_seq and R1 readouts: the slope of the decision function decreased after editing, indicating the internal signal weakened rather than the threshold shifting.",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
T9: Criterion shift vs. evidence loss,art_a4VkEvYRquBO,OBSERVATION,"For GaMS3, the R_seq slope ratio was 0.36 (EN) and 0.42 (SL).",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
T9: Criterion shift vs. evidence loss,art_a4VkEvYRquBO,OBSERVATION,"For Gemma, the R_seq slope ratio was 0.61 (EN) and 0.48 (SL).",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
T10: r_prior geometry (original models),art_a4VkEvYRquBO,INTERPRETATION,"The false-refusal direction r_prior (constructed from prompts judged harmless that the model refuses, orthogonalised to d_EN) was defined for both models.",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
T10: r_prior geometry (original models),art_a4VkEvYRquBO,OBSERVATION,"For GaMS3, 36 refusals (15 EN, 21 SL) out of 275 r_prior generations; cos(r_prior, d_EN) before orthogonalisation was 0.824 (pooled).",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
T10: r_prior geometry (original models),art_a4VkEvYRquBO,OBSERVATION,"For Gemma, 55 refusals (8 EN, 47 SL) out of 273; cos(r_prior, d_EN) was 0.631.",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
T10: r_prior geometry (original models),art_a4VkEvYRquBO,OBSERVATION,"The within-SL cos(r_prior, lang_dir) was -0.038 (GaMS3) and -0.139 (Gemma), confirming r_prior is not simply the language direction. r_prior is, however, substantially language-dominated: cos with the language axis is 0.65, and cos with its shuffled twin is 0.89 [Correction, iter 3: added from evaluation audit].",iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
T12: Edit-strength dose-response (exploratory),art_a4VkEvYRquBO,INTERPRETATION,| Model | Scale f | Marker refusal EN % | Marker refusal SL % | KL1 median EN | KL1 median SL |,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
T12: Edit-strength dose-response (exploratory),art_a4VkEvYRquBO,OBSERVATION,| GaMS3 | 0.0 | 95.8 | 100.0 | 0.0000 | 0.0000 |,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
T12: Edit-strength dose-response (exploratory),art_a4VkEvYRquBO,OBSERVATION,| GaMS3 | 0.5 | 75.0 | 68.8 | 0.0088 | 0.0037 |,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
T12: Edit-strength dose-response (exploratory),art_a4VkEvYRquBO,OBSERVATION,| GaMS3 | 1.0 | 0.0 | 0.0 | 0.0405 | 0.0177 |,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
T12: Edit-strength dose-response (exploratory),art_a4VkEvYRquBO,OBSERVATION,| GaMS3 | 1.5 | 0.0 | 2.1 | 0.1610 | 0.1167 |,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
T12: Edit-strength dose-response (exploratory),art_a4VkEvYRquBO,OBSERVATION,| Gemma | 0.0 | 93.8 | 100.0 | 0.0000 | 0.0000 |,iter_2/gen_art/gen_art_experiment_5,,True,REAL_RUN_PARTIAL_COVERAGE
